root_cause_cluster_id,repo_name,pr_number,cluster_key_within_pr,alert_n,rule_n,rules_json,files_json,root_cause_category,mechanism_subcategory,disposition,change_operation,violated_relation,cause_statement,evidence_summary,confidence
rccluster-6f10b2a2beeaebdbe925,elizaOS/eliza,5565,start-test-platform-options-residue,1,1,"[""js/unused-local-variable""]","[""packages/cli/tests/commands/start.test.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,modification_or_replacement,definition_use,"The start test retained its getPlatformOptions computation after migrating the command call from execSync to bunExecSimple, whose options object is built separately.",packages/cli/tests/commands/start.test.ts:150 and the adjacent bunExecSimple call that does not receive platformOptions.,high
rccluster-1ddfb088d1b69f358c05,elizaOS/eliza,5565,tee-test-mock-import-residue,1,1,"[""js/unused-local-variable""]","[""packages/cli/tests/commands/tee.test.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The TEE test removed its mock and spy-based process setup but retained mock in the bun:test import.,packages/cli/tests/commands/tee.test.ts:1 and the diff deleting the mock() and spyOn() consumers.,high
rccluster-ef74b2faf8fcf590e0fa,elizaOS/eliza,5565,test-utils-unused-simple-exec-import,1,1,"[""js/unused-local-variable""]","[""packages/cli/tests/commands/test-utils.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The shared CLI test utilities imported bunExecSimple together with bunExec but implemented every migrated command path through bunExec.,packages/cli/tests/commands/test-utils.ts:6 and the modified utility functions.,high
rccluster-b58554e4e4d0b2504c69,featureform/enrichmcp,63,unused-resource-decoration-results,2,1,"[""py/unused-local-variable""]","[""src/enrichmcp/sqlalchemy/auto.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,definition_use,The SQLAlchemy auto-registration change reassigned list_resource and get_resource to explicit decorator results although only the decorator side effects were used afterward.,"src/enrichmcp/sqlalchemy/auto.py:65,77 and the remainder of the registration function.",high
rccluster-997be81cc0ee50dece55,formbricks/formbricks,5819,question-card-unused-test-imports,2,1,"[""js/unused-local-variable""]","[""apps/web/modules/survey/editor/components/question-card.test.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The question-card tests added waitFor and TSurveyAddressQuestion but neither await through waitFor nor use the specialized address-question type.,"question-card.test.tsx:3,7 and the modified tests.",high
rccluster-fcce8429f0ae94d94bf5,formbricks/formbricks,5819,selected-row-test-rewrite-residue,2,1,"[""js/unused-local-variable""]","[""apps/web/modules/ui/components/data-table/components/selected-row-settings.test.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,modification_or_replacement,definition_use,The selected-row-settings test rewrite removed its waitFor blocks and stopped rerendering but retained the waitFor import and rerender result binding.,"selected-row-settings.test.tsx:1,137 and the revised test body.",high
rccluster-13aca7f93fc27a24c916,getsentry/sentry,93304,language-parser-reverse-import-cycles,5,1,"[""py/cyclic-import""]","[""src/sentry/integrations/github/integration.py"", ""src/sentry/integrations/gitlab/integration.py"", ""src/sentry/integrations/source_code_management/commit_context.py"", ""src/sentry/integrations/source_code_management/language_parsers.py"", ""src/sentry/integrations/source_code_management/tasks.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,dependency_or_api_migration,module_dependency,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points.","language_parsers.py:11 and CodeQL's cycles through GitHub integration, GitLab integration, tasks, and commit_context.",high
rccluster-d8c709ef6219514ce854,getsentry/sentry,93709,metric-detector-audit-import-cycle,1,1,"[""py/cyclic-import""]","[""src/sentry/incidents/metric_alert_detector.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,dependency_or_api_migration,module_dependency,"The new metric-alert detector imports create_audit_entry from sentry.utils.audit at module load time, closing a reverse dependency path through the incident detector module.",src/sentry/incidents/metric_alert_detector.py:10 and CodeQL's reported cycle through sentry.utils.audit.,high
rccluster-20824d112f87058a9a9c,getsentry/sentry,93709,nullable-condition-group-before-binding,3,1,"[""py/uninitialized-local-variable""]","[""src/sentry/incidents/metric_alert_detector.py""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,"The new update_data_conditions method binds data_condition_group only when workflow_condition_group is present, then reads and returns it on every path even though that model relation is nullable.","metric_alert_detector.py:112,125,127 and the conditional binding earlier in the method.",high
rccluster-44f42eff61a80121fbc4,getsentry/sentry,94888,for-else-without-break,1,1,"[""py/redundant-else""]","[""src/sentry/testutils/helpers/plugins.py""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,"The new plugin helper attached else to a for loop whose body could return but never break, making the else equivalent to an unconditional post-loop return.",src/sentry/testutils/helpers/plugins.py:5 and the complete new loop.,high
rccluster-d49cd6ccdfcf6049349d,getsentry/sentry,95658,metrics-import-cycle,1,1,"[""py/cyclic-import""]","[""src/sentry/integrations/github/tasks/link_all_repos.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,cross_file_propagation,module_dependency,The GitHub repository-linking task added a sentry.utils.metrics import that completed a reciprocal module dependency and introduced a cycle.,src/sentry/integrations/github/tasks/link_all_repos.py:21 and the dependency path reported through sentry.utils.metrics.,high
rccluster-ec1c7358922de7df6034,getsentry/sentry,95801,runtime-type-import-cycles,2,1,"[""py/cyclic-import""]","[""src/sentry/snuba/uptime_checks.py"", ""src/sentry/snuba/uptime_results.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,dependency_or_api_migration,module_dependency,"The type-annotation update added runtime imports of MetricSpecType from metrics.extraction to both uptime modules, and each new edge closes an existing dependency path back to its importing module.",src/sentry/snuba/uptime_checks.py:10 and uptime_results.py:10; both imports are new and CodeQL traces each resulting cycle through metrics.extraction.,high
rccluster-baad56f744bbcae1dee2,github-copilot-resources/copilot-metrics-viewer,226,github-e2e-unused-page-import,1,1,"[""js/unused-local-variable""]","[""e2e-tests/github-tab.spec.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new GitHub-tab E2E test imported GitHubTab while navigating through dashboard.gotoGitHubTab and never constructing the imported page object.,e2e-tests/github-tab.spec.ts:2 and the complete new test.,high
rccluster-36837d2e4cc90b4c6f6e,goat-sdk/goat,174,request-module-unused-zod-import,1,1,"[""js/unused-local-variable""]","[""typescript/packages/plugins/coingecko/src/request.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new CoinGecko request module imported z from zod but defined no schema and made no other use of the binding.,typescript/packages/plugins/coingecko/src/request.ts:1 and the complete new module.,high
rccluster-3c09053980cff773e433,goat-sdk/goat,178,dexscreener-unused-create-tool-import,1,1,"[""js/unused-local-variable""]","[""typescript/packages/plugins/dexscreener/src/dexscreener.plugin.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new Dexscreener plugin imported createTool but registered its behavior without invoking that helper.,typescript/packages/plugins/dexscreener/src/dexscreener.plugin.ts:1 and the complete new plugin.,high
rccluster-3db8c83bc83367996804,hasanharman/form-builder,79,redirect-page-unused-category-param,1,1,"[""js/unused-local-variable""]","[""app/(static)/templates/[category]/page.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,"The template route was adapted to await and destructure category from Promise-based params, but the page still redirects unconditionally without using that route value.",app/(static)/templates/[category]/page.tsx:10 and the following unconditional redirect.,high
rccluster-1dadd39f036498896b1f,hasanharman/form-builder,80,credit-card-unused-link-import,1,1,"[""js/unused-local-variable""]","[""components/components/credit-card.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new credit-card documentation component imported Link but its JSX contains no link component.,components/components/credit-card.tsx:2 and the complete new component.,high
rccluster-a926dfc879fcbb7bfb96,haydenbleasel/kibo,165,gantt-lanes-unused-capitalize-helper,1,1,"[""js/unused-local-variable""]","[""apps/docs/examples/gantt-lanes.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new Gantt-lanes example copied a capitalize helper from another example but generates all displayed names through template literals and never calls it.,apps/docs/examples/gantt-lanes.tsx:29 and the complete new example.,high
rccluster-20260f7375d2aa45bf44,haydenbleasel/kibo,168,combobox-example-unused-separator,1,1,"[""js/unused-local-variable""]","[""apps/docs/examples/combobox-create-new.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new create-new combobox example imported ComboboxSeparator but did not render the separator.,apps/docs/examples/combobox-create-new.tsx:3 and the complete new example.,high
rccluster-045ddb18207b0726c420,ibelick/zola,185,redundant-user-id-auth-guard,1,1,"[""js/trivial-conditional""]","[""app/api/chat/route.ts""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,"The chat route combines isAuthenticated with a userId check even though userId is a guaranteed string at that point, making the second operand invariably true.",app/api/chat/route.ts:103 and the ChatRequest/userId declaration reaching the guard.,high
rccluster-ca4d9a55e585d4ab5807,ikamensh/flynt,231,unused-empty-prefix-assignment,1,1,"[""py/unused-local-variable""]","[""src/flynt/code_editor.py""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,modification_or_replacement,state_initialization_or_liveness,The new prefix-parsing fallback assigned an empty string to prefix after the last path that consumed the variable.,src/flynt/code_editor.py:159 and subsequent control flow in the modified parser.,high
rccluster-b00a4caceeaa9fc8f72f,imbhargav5/rooks,1798,web-lock-test-result-bindings,2,1,"[""js/unused-local-variable""]","[""packages/rooks/src/__tests__/useWebLocksApi.spec.tsx""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,Two new periodic-check tests destructure result from renderHook even though their assertions inspect only the mocked query calls.,"packages/rooks/src/__tests__/useWebLocksApi.spec.tsx:323,348 and the two test bodies.",high
rccluster-77516ee5311c5233e79e,imbhargav5/rooks,1801,unrestored-screen-details-backup,1,1,"[""js/unused-local-variable""]","[""packages/rooks/src/__tests__/useScreenDetailsApi.spec.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new screen-details test saved originalGetScreenDetails before overriding the property but never restored or otherwise used the backup.,useScreenDetailsApi.spec.ts:73 and the test's defineProperty/cleanup path.,high
rccluster-1b7087f1f72c2b1a07b0,imbhargav5/rooks,1833,error-boundary-unread-error-state,2,1,"[""js/react/unused-or-undefined-state-property""]","[""packages/rooks/src/__tests__/useSuspenseNavigatorUserAgentData.spec.tsx""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,"Two test ErrorBoundary implementations write the caught error into state but render solely from hasError, leaving the error state property without a read.","packages/rooks/src/__tests__/useSuspenseNavigatorUserAgentData.spec.tsx:215,255 and both boundary render methods.",high
rccluster-56db9768a72cc2d9617e,imbhargav5/rooks,1840,audio-test-unused-act-import,1,1,"[""js/unused-local-variable""]","[""packages/rooks/src/__tests__/useAudio.spec.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The audio-hook test added act to its testing-library import but implemented the cases with renderHook without invoking act.,packages/rooks/src/__tests__/useAudio.spec.tsx:1 and the modified test body.,high
rccluster-214085a046cf13580237,iterative/datachain,1215,mixed-datachain-import-forms,1,1,"[""py/import-and-import-from""]","[""tests/unit/lib/test_partition_by.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,module_dependency,The partition tests added both a module import of datachain and a direct from-datachain import instead of using one consistent access path for the same module.,tests/unit/lib/test_partition_by.py:6 and the adjacent imports/usages.,high
rccluster-5cdcd2d18989e1172b27,jina-ai/node-DeepResearch,2,missing-query-rewriter-semicolon,1,1,"[""js/automatic-semicolon-insertion""]","[""src/tools/query-rewriter.ts""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,modification_or_replacement,local_syntax_or_style_convention,The modified query rewriter added a statement without an explicit terminator in a function where surrounding statements consistently used semicolons.,src/tools/query-rewriter.ts:95 and the enclosing function's explicit-semicolon convention.,high
rccluster-f132bb9e566178a30f82,jina-ai/node-DeepResearch,4,agent-unused-brave-api-key-import,1,1,"[""js/unused-local-variable""]","[""src/agent.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The agent refactor imported BRAVE_API_KEY into agent.ts even though braveSearch retains responsibility for its own configuration and agent.ts never reads the binding.,src/agent.ts:11 and the refactored search path.,high
rccluster-938aea39b9e3e5b8fb31,jlowin/fastmcp,870,middleware-domain-type-runtime-cycles,4,1,"[""py/unsafe-cyclic-import""]","[""src/fastmcp/server/middleware.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,new_code_addition,module_dependency,"The new middleware module imports Prompt, Resource, ResourceTemplate, and Tool at runtime while each domain module has a reverse dependency on server middleware, so their definitions may be unavailable during cyclic initialization.",src/fastmcp/server/middleware.py:20-23 and the four CodeQL initialization-order traces.,high
rccluster-75099625fb3b09427a7b,jlowin/fastmcp,870,proxy-tool-manager-runtime-cycle,1,1,"[""py/unsafe-cyclic-import""]","[""src/fastmcp/server/proxy.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,dependency_or_api_migration,module_dependency,"The proxy implementation added a runtime ToolManager import to subclass it even though tool_manager already reaches server.proxy, creating an initialization-order cycle around the base-class definition.",src/fastmcp/server/proxy.py:26 and CodeQL's reverse path through fastmcp.tools.tool_manager.,high
rccluster-c43c1ff9bef0c7ba17d7,jnsahaj/tweakcn,98,profile-form-unintegrated-ui-scaffolding,4,1,"[""js/unused-local-variable""]","[""app/settings/profile/components/profile-form.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new profile form includes hover state and Camera, FormDescription, Card, CardHeader, and CardTitle imports for UI pieces that are not connected to its executable JSX; the camera appears only in commented markup.","profile-form.tsx:9,22,25,61 and the complete new component.",high
rccluster-16a157f891366354cb57,jnsahaj/tweakcn,98,profile-page-unused-client-wrapper,1,1,"[""js/unused-local-variable""]","[""app/settings/profile/page.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new profile page imported ProfileClient but rendered ProfileForm directly and never mounted the wrapper component.,app/settings/profile/page.tsx:5 and the page JSX.,high
rccluster-a9604cf7d8400df0792f,jxxghp/MoviePilot,4566,workflow-helper-unused-template-imports,4,1,"[""py/unused-import""]","[""app/helper/workflow.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new workflow helper carried Thread, json, SystemConfigOper, and SystemConfigKey imports into an implementation that performs synchronous requests and uses the settings flag instead of system configuration.","app/helper/workflow.py:1,3,8,10 and the complete new helper.",high
rccluster-d970f6936b9e388d56e1,jxxghp/MoviePilot,4566,workflow-model-import-residue,1,1,"[""py/unused-import""]","[""app/api/endpoints/workflow.py""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The workflow endpoints replaced their top-level Workflow model operations with function-local WorkflowOper and WorkflowModel uses but retained the obsolete Workflow import.,app/api/endpoints/workflow.py:13 and the rewritten handlers.,high
rccluster-d2e7d48c08bffbd2490e,jxxghp/MoviePilot,4577,memory-diagnostics-bare-handlers,10,2,"[""py/catch-base-exception"", ""py/empty-except""]","[""app/helper/memory.py""]",dependency_error_or_resource_mismanagement,missing_or_overbroad_failure_handling,,modification_or_replacement,exception_or_resource_lifecycle,"The expanded memory diagnostics repeatedly used untyped handlers around parsing and object inspection, causing ordinary failures and BaseException subclasses to be silently discarded across the feature.","app/helper/memory.py:226,269,273,500,533,910; four handlers also trigger empty-except manifestations at the same locations.",high
rccluster-278ba241b2072515cf81,jxxghp/MoviePilot,4577,memory-helper-unused-import-expansion,2,1,"[""py/unused-import""]","[""app/helper/memory.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,"The memory-helper expansion added os, List, and Tuple to its imports without implementing consumers for those bindings.","app/helper/memory.py:5,8 and the head module body.",high
rccluster-d4bcf049622d96ebcd07,keephq/keep,5015,smtp-test-unused-helper-imports,3,1,"[""py/unused-import""]","[""tests/test_smtp_provider.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new SMTP-provider tests imported MIMEText, MIMEMultipart, and Mock but constructed their fixtures and assertions with MagicMock and patch only.",tests/test_smtp_provider.py:6-8 and the complete new test module.,high
rccluster-48c5f9b21a8db14b02fc,keephq/keep,5074,openshift-provider-narrowed-overrides,2,1,"[""py/inheritance/signature-mismatch""]","[""keep/providers/openshift_provider/openshift_provider.py""]",interface_or_contract_mismatch,override_or_type_contract_mismatch,,new_code_addition,override_or_inheritance_contract,"The new OpenShift provider made command_type and action required positional parameters in _query and _notify, narrowing both override signatures relative to BaseProvider.","openshift_provider.py:181,217 compared with BaseProvider._query and BaseProvider._notify.",high
rccluster-24bea543669103685544,keephq/keep,5101,workflow-registration-result-bindings,4,1,"[""py/unused-local-variable""]","[""tests/test_workflow_severity_comparisons.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,Four new severity tests assigned create_workflow results to workflow although the tests relied only on registration side effects and manager queue assertions.,"test_workflow_severity_comparisons.py:138,166,194,238 and each test's subsequent assertions.",high
rccluster-c89cc348e3281d63ca7e,kortix-ai/suna,1013,complete-view-unused-extracted-fields,3,1,"[""js/unused-local-variable""]","[""frontend/src/components/thread/tool-views/CompleteToolView.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,CompleteToolView expanded its extractCompleteData destructuring to include status and two timestamps but did not connect any of those fields to the rendered completion card.,"frontend/src/components/thread/tool-views/CompleteToolView.tsx:59,61,62 and the head component JSX.",high
rccluster-6d6cce2ed0015233ddca,langbot-app/LangBot,1418,gemini-image-content-comment-residue,1,1,"[""py/commented-out-code""]","[""pkg/provider/modelmgr/requesters/geminichatcmpl.py""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,new_code_addition,definition_use,The new Gemini requester leaves an entire image_url content branch as commented executable code instead of integrating or removing it.,pkg/provider/modelmgr/requesters/geminichatcmpl.py:53 and the commented elif block.,high
rccluster-d6a17903fe0c1f7c6d9d,langbot-app/LangBot,1418,modelscope-second-return-unreachable,1,1,"[""py/unreachable-statement""]","[""pkg/provider/modelmgr/requesters/modelscopechatcmpl.py""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,"The ModelScope requester returns a reconstructed ChatCompletion and then retains a second return-await call on the same path, making the latter unreachable.",pkg/provider/modelmgr/requesters/modelscopechatcmpl.py:110 and the preceding unconditional return.,high
rccluster-69b3cd42ea5991b799d4,langbot-app/LangBot,1418,provider-subclasses-skip-base-initialization,2,1,"[""py/missing-call-to-init""]","[""pkg/provider/modelmgr/requesters/modelscopechatcmpl.py"", ""pkg/provider/modelmgr/requesters/ppiochatcmpl.py""]",interface_or_contract_mismatch,override_or_type_contract_mismatch,,new_code_addition,override_or_inheritance_contract,"The new ModelScope and PPIO requester constructors assign only self.ap and do not call their inherited requester initializers, leaving base initialization obligations unsatisfied.","modelscopechatcmpl.py:17, ppiochatcmpl.py:9 and the LLMAPIRequester/OpenAIChatCompletions base constructors.",high
rccluster-a6f638585dd8c4a54086,langflow-ai/langflow,8870,discarded-mcp-transport-normalization,2,1,"[""py/unused-local-variable""]","[""src/backend/base/langflow/cli/commands.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,cross_file_propagation,state_initialization_or_liveness,Both new MCP-serving branches normalize mcp_transport to sse after the validation message but then start a hard-coded SSE server without reading the normalized value.,"src/backend/base/langflow/cli/commands.py:291,448 and the duplicated folder/single-file MCP branches.",high
rccluster-bc681f9e4d97b6336757,langflow-ai/langflow,8870,mcp-server-test-keyword-mismatch,4,1,"[""py/call/wrong-named-argument""]","[""src/backend/tests/unit/test_mcp_server.py""]",interface_or_contract_mismatch,caller_callee_signature_mismatch,,new_code_addition,caller_callee_contract,Four new runtime tests call run_mcp_server with an mcp_server keyword that is absent from the function's declared parameter list.,"src/backend/tests/unit/test_mcp_server.py:144,155,166,176 and the run_mcp_server declaration linked by CodeQL.",high
rccluster-585be48d82d9b6bcb459,liam-hq/liam,1163,diff-display-refactor-import-residue,2,1,"[""js/unused-local-variable""]","[""frontend/apps/app/features/projects/pages/KnowledgeSuggestionDetailPage/KnowledgeSuggestionDetailPage.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,"The knowledge-suggestion detail refactor removed the local diffLib-based DiffDisplay and switched the UI to EditableContent, but retained diffLib and added a DiffDisplay import that the resulting JSX does not use.","KnowledgeSuggestionDetailPage.tsx:3,9 and the diff removing the local diff renderer/consumer.",high
rccluster-7756669f0d3daf852d8c,liam-hq/liam,1296,common-layout-urlgen-residue,1,1,"[""js/unused-local-variable""]","[""frontend/apps/app/components/CommonLayout/CommonLayout.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,CommonLayout replaced urlgen('projects') with a literal root href but retained the urlgen import.,frontend/apps/app/components/CommonLayout/CommonLayout.tsx:1 and the changed link href.,high
rccluster-72ae4f68376fc48fdb2f,liam-hq/liam,1296,knowledge-suggestion-unused-diff-imports,2,1,"[""js/unused-local-variable""]","[""frontend/apps/app/features/projects/pages/KnowledgeSuggestionDetailPage/KnowledgeSuggestionDetailPage.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,KnowledgeSuggestionDetailPage added DiffDisplay and diffLib imports but its resulting component renders neither the imported display nor locally computed diffs.,"KnowledgeSuggestionDetailPage.tsx:3,9 and the component JSX.",high
rccluster-48eb74648b373c7b599d,liam-hq/liam,1296,organization-page-unused-tab-import,1,1,"[""js/unused-local-variable""]","[""frontend/apps/app/features/organizations/pages/OrganizationDetailPage/OrganizationDetailPage.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new organization detail page imported Tab alongside Tabs but renders only the latter abstraction.,OrganizationDetailPage.tsx:8 and the complete new page.,high
rccluster-f6fc658f86c819f96f31,liam-hq/liam,1880,post-return-expanded-condition,1,1,"[""js/trivial-conditional""]","[""frontend/apps/app/components/CommonLayout/GlobalNav/RecentsSection/RecentsSection.tsx""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,"RecentsSection returns early whenever isExpanded is false and then tests isExpanded again in its expanded layout classes, making that later condition invariably true.","RecentsSection.tsx:36,55 and the control path between them.",high
rccluster-067c1bd60ad31418383b,liam-hq/liam,2099,eslint-unused-directive-helper,1,1,"[""js/unused-local-variable""]","[""frontend/internal-packages/configs/eslint/require-use-server-plugin.js""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new ESLint plugin defines hasUseServerDirective but the rule implementation relies on findUseServerDirective and never calls the boolean wrapper.,frontend/internal-packages/configs/eslint/require-use-server-plugin.js:38 and the complete new rule implementation.,high
rccluster-ce06651f1a0df4480509,lingodotdev/lingo.dev,700,locked-patterns-unused-config-type,1,1,"[""js/unused-local-variable""]","[""packages/cli/src/cli/loaders/mdx2/locked-patterns.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new MDX locked-pattern helper imported I18nConfig but its extraction and restoration APIs do not accept or reference that type.,packages/cli/src/cli/loaders/mdx2/locked-patterns.ts:5 and the complete new helper.,high
rccluster-fec928d151199ae6fad2,lingodotdev/lingo.dev,708,android-test-unused-loader-scaffold,2,1,"[""js/unused-local-variable""]","[""packages/cli/src/cli/loaders/android.spec.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new Android loader tests defined setupMocks and imported createLoader but invoked neither in the implemented cases.,"android.spec.ts:4,7 and the complete new test file.",high
rccluster-21a15bfcf1c36b5d2934,lingodotdev/lingo.dev,708,discarded-html-content-classification,2,1,"[""js/unused-local-variable""]","[""packages/cli/src/cli/loaders/android.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,"processHtmlContent computed containsHtml and containsSpecialChars but returned the same object regardless, leaving both classification results disconnected from behavior.",android.ts:160-161 and the unconditional return { _: str }.,high
rccluster-2ac5418a01e7ca4792fa,lingodotdev/lingo.dev,739,may-fourth-unused-timeout-import,1,1,"[""js/unused-local-variable""]","[""packages/cli/src/cli/cmd/may-the-fourth.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new may-the-fourth command imported the promise-based setTimeout but implements its output through spawn, figlet, and chalk without delaying through that helper.",packages/cli/src/cli/cmd/may-the-fourth.ts:6 and the complete new command.,high
rccluster-f191fc0299a83416166c,linux-do/cdk,58,overwritten-upload-content-initializer,1,1,"[""js/useless-assignment-to-local""]","[""frontend/hooks/use-file-upload.ts""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,modification_or_replacement,state_initialization_or_liveness,The upload hook initialized processedContent from content even though both supported file-type branches overwrote it before any read.,frontend/hooks/use-file-upload.ts:93 and the jsonl/txt branches.,high
rccluster-3bffb6939f0f6299299b,lostintangent/gistpad,389,removed-login-store-import-residue,1,1,"[""js/unused-local-variable""]","[""src/repos/store/index.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The repository store removed its mainStore.login call but retained the mainStore import after its final consumer disappeared.,src/repos/store/index.ts:5 and the deleted login use.,high
rccluster-5cc96c94b344119a6527,maybe-finance/maybe,2389,api-key-cleanup-before-initialization,2,1,"[""rb/uninitialized-local-variable""]","[""test/services/api_rate_limiter_test.rb""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,"The rate-limiter test initializes other_api_key inside begin but unconditionally reads its id and calls destroy in ensure, so an earlier lookup or create! failure reaches cleanup before assignment.",test/services/api_rate_limiter_test.rb:120-121 and the preceding begin assignment.,high
rccluster-2e0de36a944dd4be5d0d,maybe-finance/maybe,2389,rack-attack-unapplied-enabled-state,1,1,"[""rb/useless-assignment-to-local""]","[""config/initializers/rack_attack.rb""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,The Rack::Attack initializer assigns the environment predicate to a local enabled variable but never applies that value to Rack::Attack configuration or reads it in the initializer.,config/initializers/rack_attack.rb:5 and the complete new initializer.,high
rccluster-f792c5691a26c343dfc3,maybe-finance/maybe,2389,system-test-side-effect-result-bindings,5,1,"[""rb/useless-assignment-to-local""]","[""test/system/settings/api_keys_test.rb""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,Five API-key system tests bind ApiKey.create! to api_key even though the records are needed only for database side effects and every assertion operates through the page.,"test/system/settings/api_keys_test.rb:54,74,135,168,183 and the following UI assertions.",high
rccluster-e009e4f8ce119200a158,mendableai/firecrawl,1413,queue-job-unused-concurrency-imports,1,1,"[""js/unused-local-variable""]","[""apps/api/src/services/queue-jobs.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The queue-jobs service added two crawl-concurrency helpers to its imports but did not integrate either helper into the queue operations.,apps/api/src/services/queue-jobs.ts:5 and the head service implementation.,high
