scenario,repo_name,pr_number,group,ai,task_type,repo_language,log1p_changed_kloc,overlap_weight,introduced_quality_any,introduced_quality_alerts,introduced_security_any,introduced_security_alerts
exclude_top5,mihneadb/node-directory-tree,133,ai,1,refactor,JavaScript,0.001998002662673056,1.0,0,0,0,0
exclude_top5,shader-slang/slang,7692,ai,1,fix,C++,0.07510747248680541,1.0,0,0,0,0
exclude_top5,busser/tfautomv,108,ai,1,feat,Go,0.15357908792830063,1.0,0,0,0,0
exclude_top5,Azure/azure-sdk-for-go,24988,ai,1,feat,Go,0.019802627296179712,1.0,0,0,0,0
exclude_top5,kortix-ai/suna,1013,ai,1,feat,TypeScript,0.33718626735486995,1.0,0,0,0,0
exclude_top5,microsoft/vscode,256612,ai,1,fix,TypeScript,0.01587334915629015,1.0,0,0,0,0
exclude_top5,different-ai/note-companion,352,ai,1,feat,TypeScript,0.02566774674857779,1.0,0,0,0,0
exclude_top5,adaline/gateway,93,ai,1,feat,TypeScript,0.6450068052320104,1.0,0,0,0,0
exclude_top5,gofiber/fiber,3628,ai,1,fix,Go,0.017839918128331,1.0,0,0,0,0
exclude_top5,wix/react-native-ui-lib,3518,ai,1,feat,TypeScript,0.023716526617316044,1.0,0,0,0,0
exclude_top5,antiwork/gumroad,663,ai,1,feat,Ruby,0.003992021269537453,1.0,0,0,0,0
exclude_top5,pdfme/pdfme,761,ai,1,fix,TypeScript,0.13540463700620295,1.0,0,0,0,0
exclude_top5,langbot-app/LangBot,1537,ai,1,feat,Python,0.2287279296081104,1.0,0,0,0,0
exclude_top5,tegnike/aituber-kit,336,ai,1,feat,TypeScript,0.08617769624105233,1.0,0,0,0,0
exclude_top5,lingodotdev/lingo.dev,700,ai,1,feat,TypeScript,0.341459778132252,1.0,0,0,0,0
exclude_top5,gridaco/grida,360,ai,1,fix,TypeScript,0.01882175424058776,1.0,0,0,0,0
exclude_top5,celestiaorg/celestia-core,2103,ai,1,feat,Go,0.11955923505763925,1.0,0,0,0,0
exclude_top5,calcom/cal.com,22246,ai,1,feat,TypeScript,0.032467190137501496,1.0,0,0,0,0
exclude_top5,novuhq/novu,8496,ai,1,feat,TypeScript,0.15700374880966475,1.0,0,0,0,0
exclude_top5,mlflow/mlflow,16307,ai,1,feat,Python,0.0880108773227133,1.0,0,0,0,0
exclude_top5,microsoft/genaiscript,1797,ai,1,fix,TypeScript,0.054488185284069734,1.0,0,0,0,0
exclude_top5,remotion-dev/remotion,5384,ai,1,feat,TypeScript,0.3576744442718159,1.0,0,0,0,0
exclude_top5,johnlindquist/kit,1590,ai,1,fix,TypeScript,0.02176149178151269,1.0,0,0,0,0
exclude_top5,aldinokemal/go-whatsapp-web-multidevice,315,ai,1,feat,Go,0.2303177550622101,1.0,0,0,0,0
exclude_top5,ArthurSonzogni/FTXUI,1054,ai,1,fix,C++,0.001998002662673056,1.0,0,0,0,0
exclude_top5,liam-hq/liam,721,ai,1,fix,TypeScript,0.001998002662673056,1.0,0,0,0,0
exclude_top5,567-labs/instructor,1667,ai,1,fix,Python,0.0344014267173324,1.0,0,0,0,0
exclude_top5,commaai/openpilot,35272,ai,1,feat,Python,0.037295784743696894,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13503,ai,1,fix,JavaScript,0.005982071677547464,1.0,0,0,0,0
exclude_top5,microsoft/vscode,254676,ai,1,fix,TypeScript,0.003992021269537453,1.0,0,0,0,0
exclude_top5,ryokun6/ryos,127,ai,1,refactor,TypeScript,0.019802627296179712,1.0,0,0,0,0
exclude_top5,RAGEN-AI/RAGEN,113,ai,1,feat,Python,0.012916225266546328,1.0,0,0,0,0
exclude_top5,lostintangent/gistpad,391,ai,1,fix,TypeScript,0.006975613736425242,1.0,0,0,0,0
exclude_top5,antiwork/gumroad,247,ai,1,refactor,Ruby,0.007968169649176874,1.0,0,0,0,0
exclude_top5,stack-auth/stack-auth,503,ai,1,feat,TypeScript,0.5810976767513224,1.0,0,0,0,0
exclude_top5,gridaco/grida,389,ai,1,feat,TypeScript,0.13453089295760615,1.0,0,0,0,0
exclude_top5,dotCMS/core,32609,ai,1,feat,Java,1.449503874517775,1.0,0,0,0,0
exclude_top5,willccbb/verifiers,124,ai,1,fix,Python,0.2639015437863775,1.0,0,0,0,0
exclude_top5,willccbb/verifiers,161,ai,1,feat,Python,0.22793206804600694,1.0,1,2,0,0
exclude_top5,go-vikunja/vikunja,903,ai,1,feat,Go,0.004987541511039074,1.0,0,0,0,0
exclude_top5,stanfordnlp/dspy,8237,ai,1,fix,Python,0.02664193094642118,1.0,0,0,0,0
exclude_top5,airbytehq/airbyte,56389,ai,1,feat,Python,1.261014544693133,1.0,1,2,0,0
exclude_top5,kern/filepizza,293,ai,1,feat,TypeScript,0.09531017980432487,1.0,0,0,0,0
exclude_top5,heyverse/hey,6001,ai,1,fix,TypeScript,0.014888612493750654,1.0,0,0,0,0
exclude_top5,Significant-Gravitas/AutoGPT,10063,ai,1,feat,Python,0.20782684720231648,1.0,0,0,0,0
exclude_top5,Codehagen/Badget,294,ai,1,feat,TypeScript,1.9970105677006766,1.0,0,0,0,0
exclude_top5,bruin-data/bruin,947,ai,1,feat,Go,0.06859279146561172,1.0,0,0,0,0
exclude_top5,roboflow/inference,1306,ai,1,fix,Python,0.09531017980432487,1.0,0,0,0,0
exclude_top5,TanStack/db,198,ai,1,feat,TypeScript,1.318550709033371,1.0,0,0,0,0
exclude_top5,calcom/cal.com,20983,ai,1,fix,TypeScript,0.003992021269537453,1.0,0,0,0,0
exclude_top5,llm-workflow-engine/llm-workflow-engine,351,ai,1,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,antiwork/gumroad,557,ai,1,feat,Ruby,0.04114194333117518,1.0,0,0,0,0
exclude_top5,CapSoftware/Cap,551,ai,1,fix,TypeScript,0.14236724128692196,1.0,0,0,0,0
exclude_top5,elixir-lsp/vscode-elixir-ls,469,ai,1,fix,TypeScript,0.005982071677547464,1.0,0,0,0,0
exclude_top5,stanfordnlp/dspy,8249,ai,1,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,satmihir/fair,14,ai,1,fix,Go,0.005982071677547464,1.0,0,0,0,0
exclude_top5,stack-auth/stack-auth,469,ai,1,feat,TypeScript,0.001998002662673056,1.0,0,0,0,0
exclude_top5,reown-com/appkit,4560,ai,1,feat,TypeScript,0.7916341272745994,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13299,ai,1,feat,JavaScript,0.18813794211539445,1.0,0,0,0,0
exclude_top5,browserless/browserless,4671,ai,1,refactor,TypeScript,0.003992021269537453,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1888,ai,1,refactor,TypeScript,0.014888612493750654,1.0,0,0,0,0
exclude_top5,0x2E/fusion,188,ai,1,fix,Go,0.0168571170664229,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1518,ai,1,feat,TypeScript,0.13889199886661863,1.0,0,0,0,0
exclude_top5,microsoft/vscode-pull-request-github,7108,ai,1,feat,TypeScript,0.001998002662673056,1.0,0,0,0,0
exclude_top5,BlueWallet/BlueWallet,8008,ai,1,fix,TypeScript,0.005982071677547464,1.0,0,0,0,0
exclude_top5,willccbb/verifiers,166,ai,1,feat,Python,0.7381205462026765,1.0,1,5,0,0
exclude_top5,owncast/owncast,4439,ai,1,feat,Go,0.04210117601863539,1.0,0,0,0,0
exclude_top5,zoidsh/meru,454,ai,1,feat,TypeScript,0.030529205034822874,1.0,0,0,0,0
exclude_top5,musescore/MuseScore,28729,ai,1,feat,C++,0.027615167032973367,1.0,0,0,0,0
exclude_top5,onlook-dev/onlook,1277,ai,1,feat,TypeScript,0.11154137473290741,1.0,0,0,0,0
exclude_top5,liam-hq/liam,2348,ai,1,feat,TypeScript,0.02273948696948943,1.0,0,0,0,0
exclude_top5,mfts/papermark,1771,ai,1,fix,TypeScript,0.0295588022415444,1.0,0,0,0,0
exclude_top5,calcom/cal.com,22383,ai,1,refactor,TypeScript,0.1310282624064041,1.0,0,0,0,0
exclude_top5,onlook-dev/onlook,1769,ai,1,feat,TypeScript,0.24920108563349935,1.0,0,0,0,0
exclude_top5,elizaOS/eliza,4686,ai,1,feat,TypeScript,0.12927233570413918,1.0,0,0,0,0
exclude_top5,pdfme/pdfme,823,ai,1,feat,TypeScript,0.07045846364856141,1.0,0,0,0,0
exclude_top5,getsentry/sentry,94889,ai,1,feat,Python,0.10616019582839063,1.0,0,0,0,0
exclude_top5,openai/openai-agents-python,1203,ai,1,feat,Python,0.09984533496971613,1.0,0,0,0,0
exclude_top5,featureform/enrichmcp,113,ai,1,feat,Python,0.1414995622736995,1.0,0,0,0,0
exclude_top5,Azure/kubelogin,680,ai,1,feat,Go,0.1595645696713384,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13378,ai,1,refactor,JavaScript,0.8658391883780568,1.0,0,0,0,0
exclude_top5,temporalio/temporal,7861,ai,1,refactor,Go,0.10165365372649983,1.0,0,0,0,0
exclude_top5,elixir-lsp/vscode-elixir-ls,470,ai,1,fix,TypeScript,0.005982071677547464,1.0,0,0,0,0
exclude_top5,mlflow/mlflow,15953,ai,1,feat,Python,0.013902905168991422,1.0,0,0,0,0
exclude_top5,zeroc-ice/ice,4108,ai,1,fix,C++,0.05921185963184608,1.0,0,0,0,0
exclude_top5,elizaOS/eliza,5534,ai,1,fix,TypeScript,0.3038014543316642,1.0,0,0,0,0
exclude_top5,valkey-io/valkey-glide,4481,ai,1,fix,Java,0.010939940038334364,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13639,ai,1,fix,JavaScript,0.02273948696948943,1.0,0,0,0,0
exclude_top5,bytebot-ai/bytebot,32,ai,1,feat,TypeScript,0.2889312918522129,1.0,0,0,0,0
exclude_top5,microsoft/vscode,252016,ai,1,feat,TypeScript,0.01587334915629015,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1438,ai,1,fix,TypeScript,0.030529205034822874,1.0,0,0,0,0
exclude_top5,TracecatHQ/tracecat,1287,ai,1,feat,Python,2.3796387224363373,1.0,0,0,0,0
exclude_top5,tegnike/aituber-kit,353,ai,1,feat,TypeScript,0.030529205034822874,1.0,0,0,0,0
exclude_top5,PythonNest/PyNest,107,ai,1,feat,Python,0.9578164787026534,1.0,1,1,0,0
exclude_top5,bruin-data/bruin,736,ai,1,fix,Go,0.001998002662673056,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1598,ai,1,fix,TypeScript,0.10526051065749295,1.0,0,0,0,0
exclude_top5,liam-hq/liam,2064,ai,1,fix,TypeScript,0.020782539182528505,1.0,0,0,0,0
exclude_top5,ReactiveCircus/android-emulator-runner,437,ai,1,fix,JavaScript,0.001998002662673056,1.0,0,0,0,0
exclude_top5,novuhq/novu,8497,ai,1,fix,TypeScript,0.011928570865273802,1.0,0,0,0,0
exclude_top5,promptfoo/promptfoo,4059,ai,1,fix,TypeScript,0.058268908123975775,1.0,0,0,0,0
exclude_top5,Skyvern-AI/skyvern,2394,ai,1,fix,Python,0.3893357261782807,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1526,ai,1,feat,TypeScript,0.1406311297397456,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1489,ai,1,feat,TypeScript,0.13278111123381847,1.0,0,0,0,0
exclude_top5,calcom/cal.com,22655,ai,1,feat,TypeScript,0.7875478559814296,1.0,0,0,0,0
exclude_top5,AgentOps-AI/agentops,1065,ai,1,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,PriorLabs/TabPFN,343,ai,1,fix,Python,0.0009995003330835331,1.0,0,0,0,0
exclude_top5,vitejs/vite-plugin-react,624,ai,1,feat,TypeScript,0.19227188764712272,1.0,0,0,0,0
exclude_top5,rsyslog/rsyslog,5754,ai,1,feat,C,0.6564831961883539,1.0,1,2,0,0
exclude_top5,stanfordnlp/dspy,8248,ai,1,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,trycompai/comp,1085,ai,1,feat,TypeScript,0.009950330853168083,1.0,0,0,0,0
exclude_top5,tegnike/aituber-kit,380,ai,1,feat,TypeScript,0.1362776182925478,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13160,ai,1,fix,JavaScript,0.288181947493432,1.0,1,3,0,0
exclude_top5,go-vikunja/vikunja,974,ai,1,feat,Go,0.012916225266546328,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1046,ai,1,refactor,TypeScript,0.04114194333117518,1.0,0,0,0,0
exclude_top5,bruin-data/bruin,830,ai,1,fix,Go,0.02566774674857779,1.0,0,0,0,0
exclude_top5,calcom/cal.com,21201,ai,1,feat,TypeScript,0.13802129789737466,1.0,0,0,0,0
exclude_top5,microsoft/vscode,253012,ai,1,feat,TypeScript,0.0246926125903715,1.0,0,0,0,0
exclude_top5,openai/openai-agents-js,104,ai,1,feat,TypeScript,0.027615167032973367,1.0,0,0,0,0
exclude_top5,onetimesecret/onetimesecret,1577,ai,1,feat,Ruby,1.2820443397460914,1.0,1,1,0,0
exclude_top5,prebid/Prebid.js,13229,ai,1,refactor,JavaScript,0.032467190137501496,1.0,0,0,0,0
exclude_top5,OpenPipe/ART,153,ai,1,fix,Python,0.001998002662673056,1.0,1,1,0,0
exclude_top5,ryokun6/ryos,202,ai,1,feat,TypeScript,0.14410034397375687,1.0,0,0,0,0
exclude_top5,airbytehq/airbyte,63330,ai,1,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,modelcontextprotocol/inspector,511,ai,1,feat,TypeScript,0.3045391895182038,1.0,0,0,0,0
exclude_top5,getsentry/sentry,95780,ai,1,feat,Python,0.12221763272424921,1.0,0,0,0,0
exclude_top5,liam-hq/liam,954,ai,1,feat,TypeScript,0.22314355131420976,1.0,0,0,0,0
exclude_top5,mlflow/mlflow,15854,ai,1,fix,Python,0.010939940038334364,1.0,0,0,0,0
exclude_top5,parse-community/parse-dashboard,2879,ai,1,fix,JavaScript,0.003992021269537453,1.0,0,0,0,0
exclude_top5,elastic/kibana,229052,ai,1,fix,TypeScript,0.013902905168991422,1.0,0,0,0,0
exclude_top5,ryokun6/ryos,11,ai,1,feat,TypeScript,0.004987541511039074,1.0,0,0,0,0
exclude_top5,sysadminsmedia/homebox,882,ai,1,fix,Go,0.011928570865273802,1.0,0,0,0,0
exclude_top5,liam-hq/liam,978,ai,1,fix,TypeScript,0.003992021269537453,1.0,0,0,0,0
exclude_top5,roblox-ts/roblox-ts,2937,ai,1,fix,TypeScript,0.014888612493750654,1.0,0,0,0,0
exclude_top5,thomasahle/sunfish,123,ai,1,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,appsmithorg/appsmith,38690,ai,1,feat,TypeScript,0.11422114409002286,1.0,0,0,0,0
exclude_top5,gbrayhan/microservices-go,47,ai,1,fix,Go,0.005982071677547464,1.0,0,0,0,0
exclude_top5,karakeep-app/karakeep,1723,ai,1,feat,TypeScript,0.20212418409013433,1.0,0,0,0,0
exclude_top5,artsy/eigen,11672,ai,1,refactor,TypeScript,0.25309062768216184,1.0,0,0,0,0
exclude_top5,go-vikunja/vikunja,1200,ai,1,feat,Go,0.1705863005755337,1.0,0,0,0,0
exclude_top5,mendableai/firecrawl,1877,ai,1,feat,TypeScript,0.1722712209404532,1.0,0,0,0,0
exclude_top5,textlint/textlint,1605,ai,1,fix,TypeScript,0.0009995003330835331,1.0,0,0,0,0
exclude_top5,linux-do/cdk,64,ai,1,feat,TypeScript,0.20701416938432615,1.0,0,0,0,0
exclude_top5,novuhq/novu,8409,ai,1,fix,TypeScript,0.06015392281974709,1.0,0,0,0,0
exclude_top5,lingodotdev/lingo.dev,931,ai,1,fix,TypeScript,0.005982071677547464,1.0,0,0,0,0
exclude_top5,calcom/cal.com,21114,ai,1,feat,TypeScript,0.12044615307586716,1.0,0,0,0,0
exclude_top5,valkey-io/valkey-glide,4289,ai,1,fix,Java,0.10074990310014305,1.0,0,0,0,0
exclude_top5,calcom/cal.com,20820,ai,1,feat,TypeScript,0.023716526617316044,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1535,ai,1,fix,TypeScript,0.07881118042428978,1.0,0,0,0,0
exclude_top5,langchain-ai/langsmith-sdk,1782,ai,1,fix,Python,0.10885440491208209,1.0,0,0,0,0
exclude_top5,microsoft/vscode,251124,ai,1,fix,TypeScript,0.04305948946044697,1.0,0,0,0,0
exclude_top5,novuhq/novu,8338,ai,1,feat,TypeScript,0.37156355643248307,1.0,0,0,0,0
exclude_top5,openai/openai-agents-js,66,ai,1,feat,TypeScript,0.03149866705937099,1.0,0,0,0,0
exclude_top5,robinkarlberg/transfer.zip-web,35,ai,1,feat,JavaScript,0.4793349566746199,1.0,0,0,0,0
exclude_top5,marimo-team/marimo,3699,ai,1,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,Codehagen/Badget,293,ai,1,feat,TypeScript,0.7366854825744287,1.0,0,0,0,0
exclude_top5,zauberzeug/nicegui,4766,ai,1,refactor,Python,0.050693114315518116,1.0,0,0,0,0
exclude_top5,modelcontextprotocol/registry,152,ai,1,feat,Go,0.3798053613275868,1.0,0,0,0,0
exclude_top5,linux-do/cdk,27,ai,1,feat,TypeScript,0.06672363204290818,1.0,0,0,0,0
exclude_top5,analogdotnow/Analog,116,ai,1,feat,TypeScript,0.012916225266546328,1.0,0,0,0,0
exclude_top5,goat-sdk/goat,204,ai,1,feat,TypeScript,0.25851069515150105,1.0,0,0,0,0
exclude_top5,go-vikunja/vikunja,973,ai,1,feat,Go,0.02566774674857779,1.0,0,0,0,0
exclude_top5,log4cplus/log4cplus,655,ai,1,refactor,C++,0.001998002662673056,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1194,ai,1,refactor,TypeScript,0.3597701488460348,1.0,0,0,0,0
exclude_top5,jina-ai/node-DeepResearch,7,ai,1,feat,TypeScript,0.10885440491208209,1.0,0,0,1,2
exclude_top5,log4cplus/log4cplus,648,ai,1,fix,C++,0.001998002662673056,1.0,0,0,0,0
exclude_top5,567-labs/instructor,1719,ai,1,feat,Python,0.5176026080450145,1.0,0,0,0,0
exclude_top5,rqlite/rqlite,2118,ai,1,refactor,Go,0.32786386208461277,1.0,0,0,0,0
exclude_top5,ComposioHQ/composio,1113,ai,1,feat,TypeScript,0.005982071677547464,1.0,0,0,0,0
exclude_top5,promptfoo/promptfoo,4372,ai,1,refactor,TypeScript,1.5631845279166383,1.0,0,0,0,0
exclude_top5,jina-ai/reader,1122,ai,1,refactor,TypeScript,0.013902905168991422,1.0,0,0,0,0
exclude_top5,navidrome/navidrome,4107,ai,1,feat,Go,0.2745968329031255,1.0,0,0,0,0
exclude_top5,microsoft/autogen,6799,ai,1,fix,Python,0.1231021971339834,1.0,0,0,0,0
exclude_top5,different-ai/note-companion,321,ai,1,refactor,TypeScript,0.0,1.0,0,0,0,0
exclude_top5,Azure/azure-sdk-for-js,34878,ai,1,fix,TypeScript,0.19967019512856762,1.0,0,0,1,3
exclude_top5,langbot-app/LangBot,1461,ai,1,feat,Python,0.8903573498476506,1.0,0,0,0,0
exclude_top5,assistant-ui/assistant-ui,2127,ai,1,fix,TypeScript,0.005982071677547464,1.0,0,0,0,0
exclude_top5,promptfoo/promptfoo,4440,ai,1,fix,TypeScript,0.004987541511039074,1.0,0,0,0,0
exclude_top5,reown-com/appkit,4437,ai,1,feat,TypeScript,0.3350426438116185,1.0,0,0,0,0
exclude_top5,ryokun6/ryos,54,ai,1,feat,TypeScript,0.019802627296179712,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13277,ai,1,fix,JavaScript,0.030529205034822874,1.0,0,0,0,0
exclude_top5,onlook-dev/onlook,1152,ai,1,fix,TypeScript,0.0573250666192694,1.0,0,0,0,0
exclude_top5,roboflow/inference,1300,ai,1,fix,Python,0.0009995003330835331,1.0,0,0,0,0
exclude_top5,getsentry/sentry,94610,ai,1,refactor,Python,0.1527210870176639,1.0,0,0,0,0
exclude_top5,stanford-crfm/levanter,1028,ai,1,fix,Python,0.11154137473290741,1.0,0,0,0,0
exclude_top5,primer/react,6129,ai,1,fix,TypeScript,0.0246926125903715,1.0,0,0,0,0
exclude_top5,opencv/opencv,27422,ai,1,fix,C++,0.005982071677547464,1.0,0,0,0,0
exclude_top5,reown-com/appkit,4324,ai,1,fix,TypeScript,0.13976194237515868,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,12765,human,0,feat,JavaScript,0.02273948696948943,1.0,0,0,0,0
exclude_top5,pixijs/pixijs,11211,human,0,fix,TypeScript,0.017839918128331,1.0,0,0,0,0
exclude_top5,OneKeyHQ/app-monorepo,7351,human,0,feat,TypeScript,0.0657877405380031,1.0,0,0,0,0
exclude_top5,PrefectHQ/prefect,17607,human,0,feat,Python,0.14236724128692196,1.0,0,0,0,0
exclude_top5,remotion-dev/remotion,5141,human,0,fix,TypeScript,0.010939940038334364,1.0,0,0,0,0
exclude_top5,567-labs/instructor,1544,human,0,fix,Python,0.058268908123975775,1.0,0,0,0,0
exclude_top5,julep-ai/julep,1183,human,0,feat,Python,1.5558261429854512,1.0,0,0,0,0
exclude_top5,mendableai/firecrawl,1398,human,0,feat,TypeScript,0.07045846364856141,1.0,0,0,0,0
exclude_top5,onlook-dev/onlook,988,human,0,feat,TypeScript,0.014888612493750654,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13303,human,0,feat,JavaScript,0.3981047537018719,1.0,0,0,0,0
exclude_top5,MervinPraison/PraisonAI,357,human,0,feat,Python,1.0915876737311452,1.0,0,0,0,0
exclude_top5,vdaas/vald,2872,human,0,feat,Go,0.3191807395111519,1.0,0,0,0,0
exclude_top5,Significant-Gravitas/AutoGPT,9697,human,0,fix,Python,0.023716526617316044,1.0,0,0,0,0
exclude_top5,crewAIInc/crewAI,2556,human,0,refactor,Python,1.4935780263395653,1.0,1,2,0,0
exclude_top5,calcom/cal.com,20369,human,0,feat,TypeScript,0.03149866705937099,1.0,0,0,0,0
exclude_top5,zenml-io/zenml,3687,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,rsyslog/rsyslog,5654,human,0,feat,C,0.13889199886661863,1.0,1,1,0,0
exclude_top5,mlflow/mlflow,15807,human,0,fix,Python,0.11511280710050457,1.0,0,0,0,0
exclude_top5,appsmithorg/appsmith,40349,human,0,fix,TypeScript,0.06015392281974709,1.0,0,0,0,0
exclude_top5,crewAIInc/crewAI,2723,human,0,feat,Python,0.23980399220731702,1.0,0,0,0,0
exclude_top5,julep-ai/julep,1209,human,0,fix,Python,0.09712671073072274,1.0,0,0,0,0
exclude_top5,OpenHFT/Chronicle-Wire,990,human,0,fix,Java,0.04974209189481407,1.0,0,0,0,0
exclude_top5,bentoml/BentoML,5317,human,0,fix,Python,0.004987541511039074,1.0,1,1,0,0
exclude_top5,box/box-ui-elements,3898,human,0,feat,JavaScript,0.0246926125903715,1.0,0,0,0,0
exclude_top5,promptfoo/promptfoo,2908,human,0,feat,TypeScript,0.28141245943818555,1.0,0,0,0,0
exclude_top5,box/box-ui-elements,3827,human,0,fix,JavaScript,0.001998002662673056,1.0,0,0,0,0
exclude_top5,AgentOps-AI/agentops,914,human,0,feat,Python,0.09621885774054292,1.0,0,0,0,0
exclude_top5,reown-com/appkit,4441,human,0,fix,TypeScript,0.45552430798090127,1.0,0,0,0,0
exclude_top5,antiwork/gumroad,449,human,0,refactor,Ruby,0.1856493468866293,1.0,0,0,0,0
exclude_top5,wolfSSL/wolfssl,8854,human,0,feat,C,0.48180867469549804,1.0,0,0,0,0
exclude_top5,celestiaorg/celestia-core,1620,human,0,fix,Go,0.008959741371471904,1.0,0,0,0,0
exclude_top5,calcom/cal.com,20544,human,0,fix,TypeScript,0.01882175424058776,1.0,0,0,0,0
exclude_top5,antiwork/gumroad,205,human,0,fix,Ruby,0.032467190137501496,1.0,0,0,0,0
exclude_top5,sakaiproject/sakai,13683,human,0,refactor,Java,0.3555743384946994,1.0,0,0,0,0
exclude_top5,box/box-ui-elements,4119,human,0,fix,JavaScript,0.003992021269537453,1.0,0,0,0,0
exclude_top5,toeverything/AFFiNE,11935,human,0,refactor,TypeScript,0.20294084399669032,1.0,0,0,0,0
exclude_top5,bespokelabsai/curator,598,human,0,feat,Python,2.169053700369523,1.0,0,0,0,0
exclude_top5,reown-com/appkit,4095,human,0,fix,TypeScript,0.009950330853168083,1.0,0,0,0,0
exclude_top5,remotion-dev/remotion,4846,human,0,feat,TypeScript,0.128393214768399,1.0,0,0,0,0
exclude_top5,Significant-Gravitas/AutoGPT,9885,human,0,fix,Python,0.014888612493750654,1.0,0,0,0,0
exclude_top5,crewAIInc/crewAI,2481,human,0,fix,Python,0.007968169649176874,1.0,0,0,0,0
exclude_top5,goat-sdk/goat,503,human,0,feat,TypeScript,0.05164323315183845,1.0,0,0,0,0
exclude_top5,vdaas/vald,2960,human,0,fix,Go,1.2240695060250584,1.0,0,0,0,0
exclude_top5,commaai/opendbc,1825,human,0,refactor,Python,0.01587334915629015,1.0,0,0,0,0
exclude_top5,novuhq/novu,8182,human,0,fix,TypeScript,0.008959741371471904,1.0,0,0,0,0
exclude_top5,getsentry/sentry,94465,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,julep-ai/julep,1357,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,13073,human,0,feat,JavaScript,0.10526051065749295,1.0,0,0,0,0
exclude_top5,wolfSSL/wolfssl,8862,human,0,fix,C,0.001998002662673056,1.0,0,0,0,0
exclude_top5,liam-hq/liam,1569,human,0,feat,TypeScript,0.4382549309311553,1.0,0,0,0,0
exclude_top5,RooCodeInc/Roo-Code,642,human,0,fix,TypeScript,0.07232066157962612,1.0,0,0,0,0
exclude_top5,prebid/Prebid.js,12705,human,0,fix,JavaScript,0.02664193094642118,1.0,0,0,0,0
exclude_top5,mistralai/mistral-common,79,human,0,refactor,Python,0.8082599876604499,1.0,0,0,0,0
exclude_top5,yamadashy/repomix,418,human,0,feat,TypeScript,0.26082461828189824,1.0,0,0,0,0
exclude_top5,novuhq/novu,8219,human,0,fix,TypeScript,0.001998002662673056,1.0,0,0,0,0
exclude_top5,novuhq/novu,7736,human,0,fix,TypeScript,0.013902905168991422,1.0,0,0,0,0
exclude_top5,liam-hq/liam,757,human,0,feat,TypeScript,0.044973365642731154,1.0,0,0,0,0
exclude_top5,supabase/supabase,32786,human,0,feat,TypeScript,0.32353172534547814,1.0,0,0,0,0
exclude_top5,microsoft/vscode,239266,human,0,fix,TypeScript,0.02273948696948943,1.0,0,0,0,0
exclude_top5,celestiaorg/celestia-core,1681,human,0,feat,Go,0.08617769624105233,1.0,0,0,0,0
exclude_top5,calcom/cal.com,19434,human,0,fix,TypeScript,0.0295588022415444,1.0,0,0,0,0
exclude_top5,NangoHQ/nango,3908,human,0,feat,TypeScript,0.20782684720231648,1.0,0,0,0,0
exclude_top5,liam-hq/liam,923,human,0,fix,TypeScript,0.011928570865273802,1.0,0,0,0,0
exclude_top5,appsmithorg/appsmith,39021,human,0,fix,TypeScript,0.013902905168991422,1.0,0,0,0,0
exclude_top5,getsentry/sentry-python,4264,human,0,fix,Python,0.0009995003330835331,1.0,0,0,0,0
exclude_top5,wolfSSL/wolfssl,8403,human,0,fix,C,0.13278111123381847,1.0,0,0,0,0
exclude_top5,getsentry/sentry,85761,human,0,refactor,Python,0.01587334915629015,1.0,0,0,0,0
exclude_top5,antiwork/shortest,252,human,0,feat,TypeScript,0.0009995003330835331,1.0,0,0,0,0
exclude_top5,appsmithorg/appsmith,40275,human,0,fix,TypeScript,0.40945712937770185,1.0,0,0,0,0
exclude_top5,microsoft/git,732,human,0,feat,C,0.037295784743696894,1.0,0,0,0,0
