alert_id,duplicate_ordinal,case_id,group,repo_name,pr_number,pr_id,language,task_type,base_sha,head_sha,issue_domain,is_quality_alert,rule_id,rule_name,problem_severity,precision,quality_category,rule_tags,file_path,start_line,fingerprint,fingerprint_method,fingerprint_ambiguity_n,source_group,source_row_number,batch_id,attempt,execution_sha256,condition_present,valid_issue,introduced_by_pr,actionability,confidence,model_supported_introduced_issue,model_supported_actionable_issue
qalert-a6604e8636829b82cc9eaf54,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""53882""}",fingerprint,1,human,706,adjbatch-bbbfa0d29deebf51d39c9763,1,3e7d5ec7cbd23c0ff4c463aa4263f2bec43c71f795ef20e57f96e992307824b5,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a661a3fec58fce174f020025,1,adjcase-e03f9c39120a4c3181325f6f,ai,rsyslog/rsyslog,5662,3125184736,C,fix,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,quality,true,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,warning,medium,correctness_reliability,correctness|maintainability,tools/omusrmsg.c,220,"{""primaryLocationLineHash"": ""a85a9c3f66ae7fb0:1"", ""primaryLocationStartColumnFingerprint"": ""18""}",fingerprint,1,ai,463,adjbatch-f5f568d41487fdccb8c13190,1,bb34b03358228e0b703e95016c1f547e1f93a623983f722a2e8a1cb8c5fbf383,yes,yes,yes,must_fix,high,1,1
qalert-a6622847976f8cc7497b85c5,1,adjcase-e33b67581ccf82c55f8e496d,ai,jlowin/fastmcp,870,3158615630,Python,feat,bed24d20cdfbd43b8de219c0fb561ea33af2e0c7,dee2f33a8103070c20c2f1a1a964b9b490e094e7,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,src/fastmcp/server/middleware.py,8,"{""primaryLocationLineHash"": ""b4a6bd42c70826d6:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,2156,adjbatch-e6e6079f76b8ca6522fced8b,2,e77fe9867d202bd116d4bb937e06e0d53d77930948e066ba8af1c4430d117b94,no,no,no,no_fix,high,0,0
qalert-a6692a29073acb0bd0be6d83,1,adjcase-e5fb682d50cccb3086968b1a,human,mendableai/firecrawl,1137,2317945028,TypeScript,feat,4a803f561a0f6f86bacf46f5782f335c23eb95fb,cccaba674102acd3eea9c992a4ad8580596240e8,security,false,js/incomplete-url-substring-sanitization,Incomplete URL substring sanitization,warning,high,,correctness|security|external/cwe/cwe-020,apps/api/src/lib/crawl-redis.test.ts,18,"{""primaryLocationLineHash"": ""7ff30536f4192975:1"", ""primaryLocationStartColumnFingerprint"": ""7""}",fingerprint,1,human,80,adjbatch-219ddc3f8cb15d4c717cf3ff,1,f129b4ce0e4000a26242ffb1c591a687bc1fa46aaba63ead52d3fead525f95a7,no,no,no,no_fix,high,0,0
qalert-a66c168db09bfe8656748525,1,adjcase-b539ae7aae0de7b93422fa8f,ai,microsoft/react-native-windows,14793,3155033567,C++,feat,e881ca10ec7763eb30039077563b772918612f48,cfc3e9a2582ccf2598f04f4d2b5c0c632b9653de,quality,true,cpp/unused-static-variable,Unused static variable,recommendation,high,maintainability,efficiency|useless-code|external/cwe/cwe-563,vnext/Microsoft.ReactNative/Views/ViewPanel.h,45,"{""primaryLocationLineHash"": ""bbc4c8edf081f571:1"", ""primaryLocationStartColumnFingerprint"": ""12""}",fingerprint,1,ai,2030,adjbatch-208ade2cccdce528a2cfbbd9,1,5b7528e08698c281b270c1ef7f893ab855830839686c7e41f07b69593bf60578,no,no,no,no_fix,high,0,0
qalert-a6841dc4d718641b6628ed94,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""50690""}",fingerprint,1,human,449,adjbatch-bbbfa0d29deebf51d39c9763,1,3e7d5ec7cbd23c0ff4c463aa4263f2bec43c71f795ef20e57f96e992307824b5,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a68cb0d1fb4e173c7ee7fcea,1,adjcase-6cc87f4d9574d0442dc582b6,ai,wolfSSL/wolfssl,8570,2932649410,C,feat,7c9ecd39fe4f28ab5ab86b8f194b5df597371fa5,ec00f780ec60cc715af3940d7236927ffc9b0144,quality,true,cpp/commented-out-code,Commented-out code,recommendation,high,maintainability,maintainability|documentation,wolfssl/wolfcrypt/tfm.h,709,"{""primaryLocationLineHash"": ""bb010ce71fbdacfd:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1697,adjbatch-90041986601ecd8a6171b6a9,1,52c1fb105f493c080107ef2c2fd62bdc302aad7c083a479ddf446b4d2eca8a3c,yes,contextual_exception,no,no_fix,high,0,0
qalert-a6969f16bf8ef40c79acbb96,1,adjcase-779f38c257cbf2b2ba6e2ce9,human,mendableai/firecrawl,1434,2448812092,TypeScript,feat,f2865f66992644ca28cddf06d04d7668800f2fd2,f259e5a23b49233c7f0c7d40d5f754fc2e206b48,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/api/src/services/billing/batch_billing.ts,5,"{""primaryLocationLineHash"": ""2c924d8d0e88e9c4:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,4316,adjbatch-3d69d10cec1347f5b28ea5cc,1,6539e1c94c6910911882ff1b09ff22e8aa960e9efbf2280c7c11a910547f57a7,yes,yes,no,optional,high,0,0
qalert-a6a140af9110f447f4284913,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""51098""}",fingerprint,1,human,481,adjbatch-bbbfa0d29deebf51d39c9763,1,3e7d5ec7cbd23c0ff4c463aa4263f2bec43c71f795ef20e57f96e992307824b5,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a6a33191d1318a5f605e169e,1,adjcase-0915edfd71388c32322d5305,ai,NewFuture/DDNS,499,3194326319,Python,feat,b3a5ff9817c7a3b141fd8425cc55ce027aa9a17a,9d543d22ed4109b7bbdfd6eb61632f897acd9b16,quality,true,py/import-and-import-from,Module is imported with 'import' and 'import from',recommendation,very-high,maintainability,quality|maintainability|readability,tests/test_config_ssl.py,42,"{""primaryLocationLineHash"": ""c5708599cb839730:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1396,adjbatch-bcabcf207036aface510f4a6,1,7d35a12be94ca01d6c8731747a815cc91de98cb027f70559a0a4daa99ec4c60f,yes,yes,yes,optional,high,1,0
qalert-a6ca93629747d02e934eae67,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""55174""}",fingerprint,1,human,810,adjbatch-8a37d1d9e8d8df717e0d055f,1,e59b93a3817a16a35eb9982f5f09186737774bc7fef8b6b81c65c5b204830c17,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a6cd4eb40eeb3ebb3e8e20a2,1,adjcase-962ee43b6a59379831b0cde1,ai,Azure/azure-sdk-for-python,41852,3193634550,Python,fix,417602b81cd681e10b0b8978d51f4e7b6b7e3005,93ca5ca0ae492d1a71f700c2b11d5d03a4c53ac0,quality,true,py/undefined-export,Explicit export is not defined,error,high,correctness_reliability,quality|reliability|correctness,sdk/evaluation/azure-ai-evaluation/azure/ai/evaluation/__init__.py,139,"{""primaryLocationLineHash"": ""604fabfe8f9ea258:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1225,adjbatch-35aa0fcdd7d3944346688349,1,560caae6b84975c20c7a2bc9bc1a6156b9f20b327cc2808f84b313c238ebc023,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a6ce75a4aa772461466fdeb0,1,adjcase-2a770a7d8a092a1eb2c0b953,ai,catatsuy/private-isu,664,3146937698,JavaScript,refactor,ca00396acc9abcf14d5008c22b22135f1c47500b,67605095cb5ec1836c60359a4318e0032d358e77,security,false,js/missing-rate-limiting,Missing rate limiting,warning,high,,security|external/cwe/cwe-770|external/cwe/cwe-307|external/cwe/cwe-400,webapp/node/src/app.ts,472,"{""primaryLocationLineHash"": ""ab23660db8a361d9:1"", ""primaryLocationStartColumnFingerprint"": ""25""}",fingerprint,1,ai,2122,adjbatch-f02b331cb911ea28b118682b,1,64d9efe62b1848e98e3606d92a28154f301bb563246f224090391f6b172a346a,yes,contextual_exception,no,no_fix,high,0,0
qalert-a705d22983cf9e31bbec4f93,1,adjcase-188f3401b48ab430ef422444,human,gridaco/grida,291,2443172805,TypeScript,feat,987c584263657c79f4eb69d0ce1d74c0a83a44e2,3be120b1841281c39a8098583cb951547c2855f6,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,editor/theme/templates/west-referral/invitation/page.tsx,121,"{""primaryLocationLineHash"": ""376d955f9e003188:1"", ""primaryLocationStartColumnFingerprint"": ""14""}",fingerprint,1,human,1837,adjbatch-241588dd6b2908c3ec690707,1,2ce525ad0280af0671fe096c29a6019ab8000b112ed90decb9356a816b973309,yes,yes,yes,should_fix,high,1,1
qalert-a7077973291285733ae3f33e,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/implicit-operand-conversion,Implicit operand conversion,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-704,docs/webSdk/applicationinsights-web-basic/assets/main.js,4,"{""primaryLocationLineHash"": ""d05417b0baa82e28:1"", ""primaryLocationStartColumnFingerprint"": ""11256""}",fingerprint,18,human,1527,adjbatch-6d86ccafb7463c5bfdc18ac4,1,d80be53943d9347c53e39fb85d46acd97be541abacb02393d1c7e14dee3a1874,yes,contextual_exception,uncertain,no_fix,medium,0,0
qalert-a71f6c9b6c7cde35748ce389,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""608842""}",fingerprint,1,human,863,adjbatch-8a37d1d9e8d8df717e0d055f,1,e59b93a3817a16a35eb9982f5f09186737774bc7fef8b6b81c65c5b204830c17,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a73358c299e1f4dfa5a53438,1,adjcase-ce971c408d2811a72c3c1951,ai,SimonHalvdansson/Harmonic-HN,216,3129392610,Java,feat,25bbeaaff936657e9cf0a9118b359f5db942a87e,d3028a29133ca00f1802cdd6d4a503b185916ccd,quality,true,java/dereferenced-value-may-be-null,Dereferenced variable may be null,warning,high,correctness_reliability,quality|reliability|correctness|exceptions|external/cwe/cwe-476|non-local,app/src/main/java/com/simon/harmonichackernews/CommentsFragment.java,1705,"{""primaryLocationLineHash"": ""8e78818886dac7da:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,520,adjbatch-f61e5ba24ac6abac6f70a4cd,1,88be351478400dc4995a507b386fcc3f17f27513dc1f28e0eb8ee30ce8ee8c32,yes,yes,yes,should_fix,high,1,1
qalert-a73481525716f0cb626294b6,1,adjcase-095e1ea007f1e9f8cc0ebe42,human,analogdotnow/Analog,37,2540980080,TypeScript,feat,5a26060bf3db807b04de22ee7da3e129b4d894b3,7a59a392b150d78672bd9d81c43ddd1abfa94f44,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/web/src/components/calendar-view.tsx,33,"{""primaryLocationLineHash"": ""e7f0ef3a66c42a5f:1"", ""primaryLocationStartColumnFingerprint"": ""25""}",fingerprint,1,human,1089,adjbatch-24e2134a1c2e8ad5dd12976e,1,52fde3dec38588df162c360b0add56fe1929536bfd7807d1d75d2346f008cf5b,yes,yes,yes,optional,high,1,0
qalert-a735099fe23eb3f4c47d91a7,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/malformed-html-id,Malformed id attribute,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-758,docs/webSdk/applicationinsights-web-basic/interfaces/IConfiguration.html,80,"{""primaryLocationLineHash"": ""f77b99d81e0672be:1"", ""primaryLocationStartColumnFingerprint"": ""77""}",fingerprint,5,human,1219,adjbatch-a92a5b06e0748db9a5ca5e9e,1,64863b173cad50a6a3b9d0ee9351dab3aa2afcc370997040bbea1449681b3939,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a73c99fc7074c9410f9b01c3,1,adjcase-40b4eb68de7282afe0bc25b2,ai,crewAIInc/crewAI-tools,162,2761977984,Python,fix,26dac80b0a2430de9f74fa5652d33c7b1e0db20b,41800ccaf47cb5358d1a4c311faf3ea84a88c792,security,false,py/overly-permissive-file,Overly permissive file permissions,warning,medium,,external/cwe/cwe-732|security,tests/file_read_tool_test.py,58,"{""primaryLocationLineHash"": ""e9b993842282fdb8:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1541,adjbatch-1d937cc294b51b91e6e03f55,1,b19d33d6da2250393ed6767f433f6e0c84f32e86dd569c792f38c0149b6825f9,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a73d8b0ebdd2183ba9781a54,1,adjcase-1e8f2d94d5e0ba37cc065785,ai,axinc-ai/ailia-models,1704,3234052393,Python,feat,ceeeb600a42bdeaa11804fc95004894428653db2,cf877d4e812e43f9f3b2b8cce2dc9a184beae326,quality,true,py/redundant-assignment,Redundant assignment,error,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-563,face_recognition/6d_repnet_360/utils_6d_repnet_360/functions.py,146,"{""primaryLocationLineHash"": ""a2fca979c9a31365:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,2,ai,1953,adjbatch-3f454505f8e300ff40286c54,1,0dc26f5dc2e54cb5a8922fbd4db4fc91768f5db8e52e006b2bb96e6258a6db33,yes,yes,yes,optional,high,1,0
qalert-a740828e806aa2df99424706,1,adjcase-87b8d519e91959dfb1d6b6a2,human,Stirling-Tools/Stirling-PDF,3606,2546991296,Java,refactor,ff602a20a0b156a54961861b7322552a74aff66e,7a29b667bf25292a16685245db0b506a1f63e0d7,quality,true,java/deprecated-call,Deprecated method or constructor invocation,recommendation,high,maintainability,maintainability|readability|non-attributable|external/cwe/cwe-477,src/main/java/stirling/software/SPDF/config/security/SecurityConfiguration.java,297,"{""primaryLocationLineHash"": ""107d3402060350de:1"", ""primaryLocationStartColumnFingerprint"": ""37""}",fingerprint,1,human,4169,adjbatch-9668be8056f19f2805cc1dd8,1,c0306ad8db181d37293dc7db4c6293c5428fc7a5828a24857d97f67913ff8e42,yes,yes,no,optional,high,0,0
qalert-a750c64146495fdb99e1079d,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/redundant-operation,Identical operands,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-480|external/cwe/cwe-561,docs/webSdk/applicationinsights-web-snippet/assets/main.js,3,"{""primaryLocationLineHash"": ""d3622d486e8e2a95:1"", ""primaryLocationStartColumnFingerprint"": ""3066""}",fingerprint,18,human,1582,adjbatch-a92a5b06e0748db9a5ca5e9e,1,64863b173cad50a6a3b9d0ee9351dab3aa2afcc370997040bbea1449681b3939,yes,contextual_exception,yes,no_fix,medium,0,0
qalert-a7544192b9a5c1eb48a0e398,1,adjcase-f3b07e94a7d62ecef15000a0,human,microsoft/typespec,7115,2478537850,Java,feat,0267f2e5398b3a40c6647395e0569fb9613f762b,4ca686975ed1961740330b3ccaa7163e7f73a17c,quality,true,java/uncaught-number-format-exception,Missing catch of NumberFormatException,recommendation,high,correctness_reliability,quality|reliability|error-handling|external/cwe/cwe-248,packages/http-client-java/generator/http-client-generator-test/src/main/java/encode/numeric/property/models/SafeintAsStringProperty.java,76,"{""primaryLocationLineHash"": ""6ee3b0149a40a827:1"", ""primaryLocationStartColumnFingerprint"": ""44""}",fingerprint,2,human,2318,adjbatch-373e5a188eb51f7e5a975dbe,1,f83aebc5efc2e44a60d67aa53891e43060ae60431cad85cef75f0093adb3d02d,yes,yes,no,should_fix,high,0,0
qalert-a75be520f5526af3b4ba2c21,1,adjcase-860f36cef9eba7f211b3e09b,ai,bambulab/BambuStudio,7345,3161310056,C++,feat,a16cf773549d6731a80e6f87b476c450a0f13702,4c0384133dad59e3e297d64f46d4d13484f18e36,quality,true,cpp/local-variable-hides-global-variable,Local variable hides global variable,recommendation,very-high,maintainability,maintainability|readability,src/libigl/igl/cat.cpp,229,"{""primaryLocationLineHash"": ""ba19fe472e64a9:1"", ""primaryLocationStartColumnFingerprint"": ""4""}",fingerprint,1,ai,915,adjbatch-d0f164545c1b4f22101638c7,1,cf42f7fc9151b29fdc892a213338cc8e14ed5ae1c794cb8bd87f057079c48e92,no,no,no,no_fix,medium,0,0
qalert-a75eccde4a3a36f720e40ab5,1,adjcase-78c5d2be5ce2a379fef27a18,ai,mfts/papermark,1762,3233855622,TypeScript,feat,7a1982d34ed6cf822c8f07ce9f1806e97a38aec4,301b3936e60f2b2065d7f4c3ad71f003168dd6ff,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,components/visitors/dataroom-visitors-table.tsx,12,"{""primaryLocationLineHash"": ""5644bb8783031e48:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,2167,adjbatch-2845b8a5887b4f6fac1145f6,1,15dfb4ffabeabfe00d4cfd77842fc22980df67f0a6dadb7e4aa2f3246e477565,yes,yes,yes,should_fix,high,1,1
qalert-a768e30c605e81af5f0fb025,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/useless-assignment-to-local,Useless assignment to local variable,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-563,docs/webSdk/applicationinsights-common/assets/main.js,5,"{""primaryLocationLineHash"": ""9fe4d7121f653d46:1"", ""primaryLocationStartColumnFingerprint"": ""1687""}",fingerprint,18,human,1339,adjbatch-b0b676a6a9b41a19d77e00dd,1,65a28cedabef85afff715a812534775e337c76b5044fe83d55d980e067e1384e,yes,contextual_exception,yes,no_fix,medium,0,0
qalert-a76d2fadc9cefba23539cef1,1,adjcase-e3643904e0e9993b0eba57e1,ai,microsoft/typespec,7426,3081186157,Java,feat,2d139cc915f8023ce7950032e8cc52339644964f,5ef409b54c2c50a97ba51fe852b0df73bf65c573,quality,true,java/deprecated-call,Deprecated method or constructor invocation,recommendation,high,maintainability,maintainability|readability|non-attributable|external/cwe/cwe-477,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ConstantCustomization.java,119,"{""primaryLocationLineHash"": ""24e0a56da477b9f1:1"", ""primaryLocationStartColumnFingerprint"": ""11""}",fingerprint,1,ai,633,adjbatch-84308db81f3dad8b947bcf95,2,57e60773bc83e7ceacd806f376ca7b95da641b2228be8a2c859a171d8ccd89b8,yes,yes,yes,should_fix,high,1,1
qalert-a76ee6cc89372fa5fcdbff12,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/implicit-operand-conversion,Implicit operand conversion,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-704,docs/webSdk/applicationinsights-properties-js/assets/main.js,4,"{""primaryLocationLineHash"": ""d05417b0baa82e28:1"", ""primaryLocationStartColumnFingerprint"": ""11256""}",fingerprint,18,human,1512,adjbatch-3d160e5d397feb1d69cdf8cd,1,c3fa2a891c39c52ced010f3f1f49ab9c2eb01970aeee9f519ef6ad58e58b7a51,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a77663e7691486f2a758047d,1,adjcase-926e40f4ded15853c8e315fd,human,onlook-dev/onlook,1902,2535685079,TypeScript,fix,521704caca11e643febc24b626e6018c0f11bfed,cdec612879b30ade5fece0950f3596b35377cad1,quality,true,js/regex/always-matches,Regular expression always matches,warning,high,correctness_reliability,quality|reliability|correctness|regular-expressions,apps/web/preload/dist/index.js,31037,"{""primaryLocationLineHash"": ""3584f328948ffaaf:1"", ""primaryLocationStartColumnFingerprint"": ""22""}",fingerprint,1,human,2799,adjbatch-4d4b76b8d30bfa9ba7a4b1a3,1,7d60cceeb8bf065edd70277e798a1f4fdf1bb77befcc79c8d1c472aa6aa89063,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a780044566ba2d5ea83de713,1,adjcase-fb47a2a6688d15c0afa90f95,human,OpenHFT/Chronicle-Wire,1092,2554887063,Java,refactor,4473ce803e051d51015851fdb4aa122dd7f92dda,ea7f928342c4a06a748c703a8f58264eb4ff235e,quality,true,java/unknown-javadoc-parameter,Spurious Javadoc @param tags,recommendation,very-high,maintainability,quality|maintainability|readability,src/main/java/net/openhft/chronicle/wire/TextWire.java,3049,"{""primaryLocationLineHash"": ""821b6a45a8869a8b:1"", ""primaryLocationStartColumnFingerprint"": ""2""}",fingerprint,1,human,2105,adjbatch-18395f7357dbf8b127038574,2,ed51f0012d1e49fad2711ad052fb5df4338e1636bbb3e564d3c786868894f715,yes,yes,yes,should_fix,high,1,1
qalert-a784e6d7f4815139324e0112,1,adjcase-9f2ae71933c8030181d69a63,ai,camunda/camunda,35374,3231788654,Java,feat,3eea5510a3010b2fe3a2b9d9b8af55dfddd8fd04,512fa81365f51aec4d7cabae2958a32818bcd14c,quality,true,java/non-overriding-package-private,Confusing non-overriding of package-private method,warning,medium,correctness_reliability,quality|maintainability|readability|correctness,zeebe/gateway-rest/src/test/java/io/camunda/zeebe/gateway/rest/controller/ResourceControllerTest.java,62,"{""primaryLocationLineHash"": ""bf27147401e6aed:1"", ""primaryLocationStartColumnFingerprint"": ""5""}",fingerprint,19,ai,1667,adjbatch-00a2df83987b90cdf7f36325,1,3eb3fa2941bdf673715a421a6aa750e678d66ef05e23ffd40ea3e335f09061e6,yes,no,yes,no_fix,high,0,0
qalert-a792c2ea1d6f8b0f2bf2e4eb,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,docs/webSdk/applicationinsights-teechannel-js/assets/main.js,3,"{""primaryLocationLineHash"": ""d3622d486e8e2a95:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,18,human,1439,adjbatch-04f12cfbe4b34bd048a8e35e,2,fb340fd6415dcb0073ed49e1ce188119d56dea51213f53399eefa4beb0f31f9e,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a7abd24e40225ef4cb57c57b,1,adjcase-095b1f4be334351184edd49c,human,microsoft/typespec,7530,2562810418,Java,fix,ee910c8945ee58aafd70cc9d6dfdb5f71c33ea38,ec48d01b400a28057e1ad66a85fc1917f037e8d6,quality,true,java/unused-parameter,Useless parameter,recommendation,high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-561,packages/http-client-java/generator/http-client-generator-test/src/main/java/tsptest/armstreamstyleserialization/implementation/ArmStreamStyleSerializationClientImpl.java,199,"{""primaryLocationLineHash"": ""4a27eb711c36bbb1:1"", ""primaryLocationStartColumnFingerprint"": ""30""}",fingerprint,4,human,1057,adjbatch-4d556befa7991cb9b2cd7006,1,b1fbb4331598fe2fc327f4053b9895f05104e6008206d0df0dd2d9cd9f7d4cbf,yes,contextual_exception,yes,no_fix,high,0,0
qalert-a7ace184dc7acb40fa393b6b,1,adjcase-4d549528d115b6b88924790d,human,microsoft/etl2pcapng,79,2555717990,C,feat,96d607410ccbd3bc4a8fd8dc7db5400178c40f83,e9cbabe119a8c609ba5cf2d887897b6b86c5698f,quality,true,cpp/local-variable-hides-global-variable,Local variable hides global variable,recommendation,very-high,maintainability,maintainability|readability,src/main.c,1093,"{""primaryLocationLineHash"": ""a4b2656f8217aaaf:1"", ""primaryLocationStartColumnFingerprint"": ""19""}",fingerprint,1,human,3447,adjbatch-89314d787cfbac4ac90f5afc,1,96b819471ae2614e1e1c3d6fe117d6372e7151cf9636396f6eb13e2c5a3275ea,no,no,no,no_fix,medium,0,0
qalert-a7af87d85cea0921d36ddc1e,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-assignment-to-local,Useless assignment to local variable,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-563,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""91440""}",fingerprint,1,human,306,adjbatch-2e6be8f6d42d73b95ac572c2,3,38736e05e02c4b94526ef60739e8f40923bd379afe7429cfcdbba5e82d0c2a72,yes,contextual_exception,yes,no_fix,high,0,0
