alert_id,group,repo_name,pr_number,rule_id,file_path,start_line,issue_domain,source_set,source_reviewer_role,source_disposition,independent_rereview_disposition,consensus_disposition,status,disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,resolution_basis,notes
qalert-73569585615c4811dc76d759,ai,getsentry/sentry,95658,py/cyclic-import,src/sentry/integrations/slack/message_builder/issues.py,55,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,slack/message_builder/issues.py:55 from sentry.models.team import Team。before 已有该导入，本 PR 未新增对 Team 的依赖。
qalert-735ed731cc4e84b2bb4ddf3a,human,microsoft/ApplicationInsights-JS,2493,js/unused-local-variable,common/scripts/install-run.js,324,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,common/scripts/install-run.js 文件头写明由 Rush 工具生成。os__WEBPACK_IMPORTED_MODULE_2___default 是 webpack harmony 默认导入残留，手改会被覆盖。
qalert-73627fc70c62e21a8811de59,human,crewAIInc/crewAI,2027,py/unused-import,tests/agent_test.py,4,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,"agent_test.py 本 PR 在模块顶层新增 from datetime import UTC, datetime, timezone，实际用法在函数内另有局部导入。"
qalert-736331c49630c5ef0e7dbfef,ai,airbytehq/airbyte,56432,py/unused-import,airbyte-integrations/connectors/source-box-data-extract/source_box_data_extract/source.py,16,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 source.py 导入 TokenAuthenticator，认证走 get_box_ccg_client，未使用该符号。
qalert-736e847884bca7aadf231be2,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js 第1行 useless-expression，minify 输出。
qalert-737aed7b70f9858f84e18f73,ai,dagster-io/dagster,30864,py/multiple-definition,examples/docs_snippets/docs_snippets/concepts/resources/pythonic_resources.py,242,quality,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,二次复核：两次 defs 赋值分别处在 start_new_resources_nesting 和 start_new_resource_dep_job_runtime 两个独立的文档抽取区间；每个抽取片段都需要形成自己的命名 Definitions。它们在承载函数内顺序出现而被覆盖，不代表实际应用逻辑丢失。
qalert-737b3dcc5d63e2c946d0599b,ai,rsyslog/rsyslog,5684,cpp/mistyped-function-arguments,contrib/impcap/impcap.c,606,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,impcap.c submitMsg2(pMsg)。smsg_t typedef。空 diff。
qalert-737c4dff8309d6768f55e827,human,microsoft/ApplicationInsights-JS,2493,js/redundant-operation,docs/webSdk/applicationinsights-web/assets/main.js,3,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,TypeDoc applicationinsights-web/assets/main.js 里 e==null 相同操作数。lunr 文档打包脚本。
qalert-738382d7a7af292030f0b658,human,AgentOps-AI/agentops,714,py/unused-import,tests/unit/client/test_auth_manager.py,9,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新测试 test_auth_manager.py 导入 AgentOpsApiJwtExpiredException，可见用例只用 AuthManager 与 assert，该异常类型未见引用。
qalert-738f81b2860d9fbdb5c24f38,ai,onlook-dev/onlook,2088,js/unused-local-variable,apps/web/client/src/app/project/[id]/_components/editor-bar/panels/typography.tsx,32,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,textOpacity 声明后未绑到颜色/透明度控件。
qalert-73940e06e1d61801b56d1cbd,ai,gensx-inc/gensx,822,js/file-access-to-http,packages/gensx-storage/src/search/remote.ts,460,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,ordinal 3702。remote.ts list namespaces 的 fetch headers。related 是 user-agent.ts 读 package.json 得到 VERSION 放进 User-Agent。before 已有同样的 GET fetch 与 Authorization/User-Agent；本 PR 主要加 parseErrorResponse。即便成立也只是把包版本放进 UA，且非本 PR 引入。
qalert-73952213353ba195f730fee5,human,AgentOps-AI/agentops,915,py/catch-base-exception,agentops/client/client.py,32,quality,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,二次复核：这是解释器退出期间的最终清理兜底，目的就是不让任何 span.end() 异常（包括退出阶段可能出现的 BaseException）阻断进程关闭；主清理失败已记录 warning，因此此处广泛吞掉异常在关机语境中合理。
qalert-739859eaa982eaaf20df74ed,human,onlook-dev/onlook,1711,js/syntax-error,apps/web/src/app/project/[id]/_components/canvas/hotkeys/index.tsx,58,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,hotkeys 第58行 space keydown 回调写成 () => ( 注释 )，不是合法表达式。
qalert-73a1e5c33e3198e354e5c8ef,human,microsoft/ApplicationInsights-JS,2493,js/automatic-semicolon-insertion,channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts,152,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts 第 152 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-73a28c2b6a7f12b4915a902e,ai,dartsim/dart,1965,cpp/large-parameter,tests/integration/test_DartLoader.cpp,194,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,"TEST(DartLoader, parseUrdfWithoutWorldLink) 是 gtest 宏，DartLoader 不是 large parameter；本 PR 只改版权年份。"
qalert-73a642c1a5e4825c9908d2c1,ai,willccbb/verifiers,160,py/empty-except,environments/toxicity_explanation/toxicity_explanation.py,132,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,toxicity_explanation.py 的 except Exception: pass 解析裁判分数失败时回退 0.0。before 已有空 except，本 PR 只加了一行空行。
qalert-73a720a9788311edd38758f6,human,OpenHFT/Chronicle-Wire,1170,java/missing-override-annotation,src/main/java/net/openhft/chronicle/wire/LongValueBitSet.java,856,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,LongValueBitSet.size 缺 @Override。方法体与基线同类实现一致，本 PR 是 Javadoc/版权整理。
qalert-73a8b2e8803894bea61d237d,human,crewAIInc/crewAI,2042,py/mixed-returns,src/crewai/agent.py,333,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,get_code_execution_tools 在 except 分支隐式返回 None 的写法 before 已存在；本 PR 只给 CodeInterpreterTool 导入加了 # type: ignore，未引入该混合返回。
qalert-73acb5649610c488859c18e7,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3 minify bundle 第1行 useless-expression，第三方压缩产物。
qalert-73bae6971fa682166ecc2e1d,human,Azure/azure-sdk-for-js,32578,js/unused-local-variable,sdk/desktopvirtualization/arm-desktopvirtualization/test/desktopvirtualization_operations_test.spec.ts,9,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,before/head 第9行相同或 diff 未改：`9  import {`。
qalert-73cc694e7e3942f4796e9d01,human,microsoft/ApplicationInsights-JS,2493,js/useless-assignment-to-local,shared/1ds-core-js/test/Unit/src/ESPromiseTests.ts,103,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,测试里 promise = createAsyncPromise(...).then(...) 赋值后未读取 promise。
qalert-73d61a7933048a9194addc08,ai,microsoft/GSL,1208,cpp/short-global-name,tests/span_tests.cpp,975,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,span_tests.cpp 短名 it。head 与 before 相同，空 diff。
qalert-73d681841b1400d6385344df,human,gridaco/grida,291,js/unused-local-variable,editor/scaffolds/editor/init.ts,686,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,init.ts 本 PR 删除 initialSiteEditorState 对 sitedocumentpagesinit 的唯一调用，函数仍保留并 return []。
qalert-73f97f897aae0030c8f1255a,human,microsoft/git,764,cpp/implicit-function-declaration,compat/fsmonitor/fsm-health-win32.c,146,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,本 PR 把 xutftowcs_long_path 换成 xutftowcs_path（配合 MAX_PATH）。xutftowcs_path 在 git-compat-util 中有声明，不是隐式声明的新函数。
qalert-73fa9a57e62c4e418dcda034,ai,dartsim/dart,1965,cpp/large-parameter,tests/integration/test_DartLoader.cpp,110,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,"TEST(DartLoader, parseJointProperties) 是 gtest 宏，不是按值传递 DartLoader；本 PR 只改版权年份。"
qalert-74114d597898cc05a70909dc,human,microsoft/ApplicationInsights-JS,2493,js/regex/duplicate-in-character-class,docs/webSdk/applicationinsights-cfgsync-js/assets/main.js,5,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,cfgsync-js/assets/main.js 字符类重复引号。TypeDoc/lunr 压缩正则。
qalert-7413666238c5c48814e031d9,human,different-ai/note-companion,386,js/unused-local-variable,packages/mobile/components/FileCard.tsx,58,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,同一 FileCard 中 dangerColor = useSemanticColor('danger') 未在 JSX/样式中使用。
qalert-741631b24443e1a29dbc92f6,human,onlook-dev/onlook,1902,js/use-before-declaration,apps/web/preload/dist/index.js,156173,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,逐项打开 156171–156183 行：A2 使用 var 声明，声明被函数作用域提升；在第 156173 行先通过 (A2=f2[l2]) 赋值再读取 blend/rect，不存在未初始化读取。告警来自压缩 bundle 的声明位置变化。
qalert-74249ddeed1be79b81c147a1,human,microsoft/ApplicationInsights-JS,2493,js/trivial-conditional,AISKU/Tests/Manual/ai3.test.js,11757,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,ai3.test.js 手工测试整包里 ajaxData 恒真。AISKU 打包夹具，不是手写条件错误。
qalert-74278ab16511f4e4d4efd793,ai,airbytehq/airbyte,62455,py/unused-local-variable,airbyte-integrations/connectors/source-file/unit_tests/test_proxy_certificate_support.py,72,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,带 user_agent 的 Client 构造赋给 client 后未引用，第72行死变量。
qalert-7429649167206edce33cf2eb,ai,dotCMS/core,32609,java/confusing-method-signature,dotCMS/src/main/java/com/dotmarketing/business/web/HostWebAPI.java,31,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,HostWebAPI 上 getCurrentHost 对 ActionRequest/RenderRequest/HttpServletRequest 的重载在 Before 已存在。diff 为空，混淆签名不是本 PR 引入。
qalert-742967b5c231af935ee84cc4,human,different-ai/note-companion,362,js/unused-local-variable,packages/web/components/user-management.tsx,1,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,diff 删除 Discord/Subscription 两处 <Button>，仍保留 import { Button }，属本 PR 删唯一用法留下的未使用导入。
qalert-742a06af2c985f86b87c1d3b,ai,TobikoData/sqlmesh,4667,py/empty-except,sqlmesh/lsp/main.py,143,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,all_models 里 except Exception: pass。before 第 143 行已是同样写法。
qalert-743790180dc5cb62d692e73d,human,crewAIInc/crewAI-tools,285,py/unused-import,crewai_tools/tools/mdx_search_tool/mdx_search_tool.py,1,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,mdx_search_tool 本 PR 去掉 Any 注解，导入未删。
qalert-7437a1bfe37b22bc7cca91b1,human,mendableai/firecrawl,1137,js/incomplete-url-substring-sanitization,apps/api/src/lib/crawl-redis.test.ts,28,security,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,"crawl-redis.test.ts:28 是 expect(wwwHttps.includes(""https://www.firecrawl.dev/""))，断言排列结果，不是用 includes 校验任意 URL 是否安全。"
qalert-743adcd8a6e18707ea2b1f1d,human,julep-ai/julep,1145,py/redundant-comparison,agents-api/agents_api/workflows/task_execution/__init__.py,259,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,if index>=0 已处理非负，随后 if index<0 对整数恒真，属冗余比较。
qalert-743ce59a3a4372eafaccd46c,ai,HumanSignal/label-studio-ml-backend,782,py/log-injection,label_studio_ml/examples/timeseries_segmenter/model.py,98,security,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,二次复核：project_id 在所有来自 task/context 的路径上均先经 int(...) 转换；目标日志中的 model_path 也只由该整数和固定前后缀组成，无法注入 CR/LF，CodeQL 数据流遗漏了前置数值化。
qalert-7441b331c455b2becdc0e2c9,human,onlook-dev/onlook,1902,js/useless-assignment-to-local,apps/web/preload/dist/index.js,95529,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,preload/dist/index.js:95529 moduleName 赋值未使用。bundled 模块加载器残留。
qalert-7449423e1d8868aa7248dd2f,ai,sam-goodwin/alchemy,251,js/trivial-conditional,alchemy/test/stripe/card.test.ts,79,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,if (customer && card) 因变量遮蔽整段恒为 false，清理逻辑走不到。
qalert-744cab4dd7c0795b0b7dd09a,human,microsoft/ApplicationInsights-JS,2493,js/unused-local-variable,shared/1ds-core-js/test/Unit/src/ESPromiseTests.ts,17,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,期望抛错的用例 let promise = createAsyncPromise(undefined) 后未使用 promise。
qalert-744eac3e3ef58f3806bd1ba9,human,prebid/Prebid.js,12780,js/automatic-semicolon-insertion,test/spec/unit/core/targeting_spec.js,467,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,test/spec/unit/core/targeting_spec.js 第 467 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-7454c0d6770c9fde8ed93704,ai,jxxghp/MoviePilot,4566,py/unused-import,app/helper/workflow.py,3,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,workflow.py 新文件 import json，实现未调用 json 编解码。
qalert-745901c5fec2d3b6c877f895,human,novuhq/novu,8128,js/unused-local-variable,apps/api/src/app/auth/auth.controller.ts,42,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,本 PR 从构造函数删掉 switchEnvironmentUsecase: SwitchEnvironment，import SwitchEnvironment 仍留着未用。
qalert-745901f6f05aa9106c86711c,human,Stirling-Tools/Stirling-PDF,2726,java/tainted-arithmetic,src/main/java/stirling/software/SPDF/controller/api/security/WatermarkController.java,201,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,before/head 第201行相同或 diff 未改：`201          float watermarkHeight = heightSpacer + fontSize * textLines.length;`。
qalert-7459d89d4ee2a7edb26e048a,ai,dagster-io/dagster,30864,py/not-named-self,python_modules/dagster/dagster_tests/core_tests/pythonic_config_tests/test_validation.py,23,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,"test_validation.py 23行 username_alphanumeric(cls, v) before/head 相同且 diff 为空；且是 pydantic @validator 的 cls 惯例。"
qalert-745f5112dd95148deb6718a6,human,onlook-dev/onlook,2173,js/unused-local-variable,apps/web/client/src/app/projects/import/github/setup.tsx,5,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 setup.tsx 导入 AnimatePresence，正文只用 motion.div。
qalert-746176ff59134aa20cb51493,human,elizaOS/eliza,3526,js/unsafe-code-construction,packages/plugin-discord/src/templates.ts,86,security,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,同文件 86 行同样是 prompt 字符串 + messageCompletionFooter，不是 unsafe code construction。
qalert-7462171c8227bb6b5d2e564a,human,anyproto/anytype-ts,1419,js/unused-local-variable,src/ts/component/block/dataview.tsx,108,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,同解构 defaultTemplateId 未用。before 已有同一解构。本 PR 只多解构了 endRelationKey。
qalert-7478c232f796eca5176ca471,human,microsoft/git,764,cpp/implicit-function-declaration,compat/mingw.c,3295,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,winansi_init() 是 git 的 Unicode 控制台初始化，由 winansi 相关头文件声明。mingw.c 已包含 git-compat-util.h，不存在隐式声明。
qalert-7483d0a43eae01ae39df20ea,human,crewAIInc/crewAI,2758,py/unsafe-cyclic-import,src/crewai/telemetry/telemetry.py,42,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,同文件第42行 from crewai.task import Task 同样只在 TYPE_CHECKING 分支。Task 仅作类型注解，运行时不会因 crewai.task 与 telemetry 的环而缺失定义。
qalert-74853284d0b345d0b8679e3c,human,mlflow/mlflow,15786,py/unused-global-variable,mlflow/utils/autologging_utils/__init__.py,579,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,同一 decorator 进入时把 _AUTOLOGGING_GLOBALLY_DISABLED 设为 True。这是全局禁用开关的 setter，不是未使用的全局量；与已有 disable_autologging 上下文管理器同一模式。
qalert-74890c0d6a089a1215a046fc,human,microsoft/git,764,cpp/implicit-function-declaration,compat/mingw.c,3281,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,wmain 里调用 setup_windows_environment()。该函数定义在同一份 compat/mingw.c 中，并有 git-compat-util.h。不是缺少原型的隐式声明。
qalert-7498c28cc852d2d102fb7dd4,human,onlook-dev/onlook,2118,js/incomplete-multi-character-sanitization,apps/web/preload/script/api/elements/text.ts,98,security,model_retained,reviewer_a_retained_census,confirmed_valid,not_valid_issue,not_valid_issue,completed,not_valid_issue,yes,yes,no,consensus_after_independent_rereview,extractTextContent 用正则把编辑器自身 innerHTML 转回纯文本，不是对不可信输入的 HTML 消毒。
qalert-749b48abee9c942eda37949b,ai,yamadashy/repomix,590,js/unused-local-variable,tests/mcp/tools/mcpToolRuntime.test.ts,6,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,PR 删掉 formatToolError 测试后仍从 mcpToolRuntime 导入该函数。
qalert-749c33da5be57025c820dd43,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,已检查 packages/shared/src/modules3rdParty/stripe-v3/index.js 中该独立告警位置：它位于完整内嵌的第三方Stripe压缩分发包，属于供应商构建产物而非项目可维护源码缺陷。
qalert-749c353999464375c463ff35,ai,OpenHFT/Chronicle-Wire,1061,java/unknown-javadoc-parameter,src/main/java/net/openhft/chronicle/wire/MethodWriterInvocationHandlerSupplier.java,59,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,recordHistory 本 PR 把参数改为 enableHistory，Javadoc 仍写 @param recordHistory。
qalert-74a13bc8502908c2c78acd51,ai,onetimesecret/onetimesecret,1538,rb/useless-assignment-to-local,lib/onetime/services/ui/ui_context.rb,89,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,"api = OT.conf.fetch('api', {}) 预取未作为局部使用（后面用的是 cust.apitoken）。build_jsvars 已 disable UselessAssignment。"
qalert-74bc16fe973f42cfb26043e6,ai,dotCMS/core,32609,java/missing-override-annotation,dotCMS/src/main/java/com/liferay/portlet/PortletPreferencesImpl.java,174,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,PortletPreferencesImpl.java 第174行 isReadOnly：key 空抛 IllegalArgumentException，再查 Preference。无 @Override，before/head 一致，diff 为空。
qalert-74cf87775a37445ebd9a179b,ai,python-cachier/cachier,290,py/import-and-import-from,tests/test_cleanup.py,9,quality,model_retained,reviewer_a_retained_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,二次复核：测试同时需要 cachier 模块对象调用 get_global_params/set_global_params，以及同名 cachier 装饰器；将装饰器别名为 cachier_dec 能避免名称冲突，混合导入在此处语义清晰且合理。
qalert-74d5701a8e5e90c0fe3a360a,human,microsoft/ApplicationInsights-JS,2493,js/automatic-semicolon-insertion,channels/1ds-post-js/test/Unit/src/HttpManagerTest.ts,984,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,channels/1ds-post-js/test/Unit/src/HttpManagerTest.ts 第 984 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-74d8a5c69e5d2cc91677369a,human,microsoft/ApplicationInsights-JS,2493,js/regex/duplicate-in-character-class,docs/webSdk/applicationinsights-channel-js/assets/main.js,5,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,channel-js/assets/main.js 字符类重复双引号。TypeDoc 生成资源。
qalert-74e2b3f96b24f0c708bb8c37,human,onlook-dev/onlook,2288,js/unused-local-variable,apps/web/client/src/app/project/[id]/_components/right-panel/chat-tab/code-display/collapsible-code-block.tsx,33,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,New collapsible-code-block defines applyChange and never calls it.
qalert-74f1ff0e837fddc1c4890152,ai,unclecode/crawl4ai,1152,py/mixed-returns,crawl4ai/utils.py,1187,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,同一函数 try 显式返回 Content-Length，finally 又 return None，显式/空 return 混用由本 PR 引入。
qalert-74f9e36483ab3a532bf70f97,ai,getsentry/sentry,93709,py/cyclic-import,src/sentry/seer/issue_summary.py,16,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,issue_summary.py 第16行导入 sentry.autofix.utils。before 已从同一模块导入 SeerAutomationSource/get_autofix_state（甚至更多名字），循环边基线已在。
qalert-750560826a66cbb7c0207102,ai,PythonNest/PyNest,107,py/unused-import,nest/core/decorators/controller.py,4,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,controller.py 本 PR 新增 from fastapi import Depends，装饰器实现未见 Depends。
qalert-750a8f3bb8a482086006da90,human,SoftFever/OrcaSlicer,9643,cpp/short-global-name,src/libigl/igl/Singular_Value_Decomposition_Givens_QR_Factorization_Kernel.hpp,76,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,Givens_QR_Factorization_Kernel.hpp 76行 Ss.f=Ss.f+Ss.f 宏展开 before/head 相同且 diff 为空。
qalert-751446b7ad39d63888f2688d,ai,dotCMS/core,32609,java/trust-boundary-violation,dotCMS/src/main/java/com/dotcms/rest/IntegrityResource.java,1059,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,IntegrityResource.java 第1059行 addThreadToSession 把 ProcessStatus.PROCESSING 写入 session 键 integrityThread_+endpointId：before/head 相同，diff 为空。完整性校验线程状态入 session 在基线已有。
qalert-7528327c3c371d7d5c2a6bac,ai,wolfSSL/wolfssl,8570,cpp/commented-out-code,wolfssl/wolfcrypt/tfm.h,710,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,注释掉的 TFM_PRIME_SAFE 宏 diff_empty，基线已存在。
